StartIndex	EndIndex	GO:ID	Term	OntologyTerm
6	19	GO:0009987	transcription	cellular process
6	19	GO:0008152	transcription	metabolic process
59	69	GO:0050896	DNA repair	response to stimulus
59	69	GO:0009987	DNA repair	cellular process
59	69	GO:0008152	DNA repair	metabolic process
107	112	GO:0005623	cells	cell
506	511	GO:0005623	cells	cell
546	548	GO:0065007	to	biological regulation
546	548	GO:0009987	to	cellular process
658	668	GO:0050896	DNA repair	response to stimulus
658	668	GO:0009987	DNA repair	cellular process
658	668	GO:0008152	DNA repair	metabolic process
775	785	GO:0050896	DNA repair	response to stimulus
775	785	GO:0009987	DNA repair	cellular process
775	785	GO:0008152	DNA repair	metabolic process
824	837	GO:0009987	transcription	cellular process
824	837	GO:0008152	transcription	metabolic process
936	949	GO:0009987	transcription	cellular process
936	949	GO:0008152	transcription	metabolic process
1043	1056	GO:0009987	transcription	cellular process
1043	1056	GO:0008152	transcription	metabolic process
1064	1075	GO:0009987	recognition	cellular process
1089	1091	GO:0065007	to	biological regulation
1089	1091	GO:0009987	to	cellular process
1219	1232	GO:0009987	transcription	cellular process
1219	1232	GO:0008152	transcription	metabolic process
1290	1300	GO:0050896	DNA repair	response to stimulus
1290	1300	GO:0009987	DNA repair	cellular process
1290	1300	GO:0008152	DNA repair	metabolic process
1425	1438	GO:0009987	transcription	cellular process
1425	1438	GO:0008152	transcription	metabolic process
1519	1529	GO:0050896	DNA repair	response to stimulus
1519	1529	GO:0009987	DNA repair	cellular process
1519	1529	GO:0008152	DNA repair	metabolic process
1818	1831	GO:0009987	transcription	cellular process
1818	1831	GO:0008152	transcription	metabolic process
1835	1838	GO:0065007	to	biological regulation
1835	1838	GO:0009987	to	cellular process
1991	1993	GO:0065007	to	biological regulation
1991	1993	GO:0009987	to	cellular process
2150	2163	GO:0009987	transcription	cellular process
2150	2163	GO:0008152	transcription	metabolic process
2208	2221	GO:0009987	transcription	cellular process
2208	2221	GO:0008152	transcription	metabolic process
2245	2255	GO:0050896	DNA repair	response to stimulus
2245	2255	GO:0009987	DNA repair	cellular process
2245	2255	GO:0008152	DNA repair	metabolic process
2421	2431	GO:0050896	DNA repair	response to stimulus
2421	2431	GO:0009987	DNA repair	cellular process
2421	2431	GO:0008152	DNA repair	metabolic process
2513	2518	GO:0016265	death	death
2567	2573	GO:0016265	deaths	death
