StartIndex	EndIndex	GO:ID	Term	OntologyTerm
111	121	GO:0008152	Metabolism	metabolic process
149	156	GO:0003824	protein	catalytic activity
208	216	GO:0003824	protein	catalytic activity
686	699	GO:0044422	mitochondrial	organelle part
686	699	GO:0032991	mitochondrial	macromolecular complex
686	699	GO:0044464	mitochondrial	cell part
746	757	GO:0008152	glycolysis	metabolic process
746	757	GO:0009987	glycolysis	cellular process
769	775	GO:0060089	type I	molecular transducer activity
769	775	GO:0003824	type I	catalytic activity
986	993	GO:0044464	cytosol	cell part
1106	1110	GO:0005623	cell	cell
1222	1224	GO:0065007	To	biological regulation
1222	1224	GO:0009987	To	cellular process
1499	1502	GO:0003824	ATP	catalytic activity
1600	1606	GO:0040007	growth	growth
1617	1635	GO:0009987	glucose catabolism	cellular process
1617	1635	GO:0008152	glucose catabolism	metabolic process
1625	1635	GO:0008152	catabolism	metabolic process
1658	1672	GO:0051234	glucose uptake	establishment of localization
1677	1693	GO:0009987	gluconeogenesis	cellular process
1677	1693	GO:0008152	gluconeogenesis	metabolic process
1814	1822	GO:0065007	neurons	biological regulation
1814	1822	GO:0016265	neurons	death
1814	1822	GO:0009987	neurons	cellular process
1901	1920	GO:0009987	glucose catabolism	cellular process
1901	1920	GO:0008152	glucose catabolism	metabolic process
1909	1920	GO:0008152	catabolism	metabolic process
1968	1973	GO:0032502	aging	developmental process
2036	2043	GO:0003824	protein	catalytic activity
2066	2073	GO:0003824	protein	catalytic activity
2113	2120	GO:0003824	protein	catalytic activity
2141	2143	GO:0065007	to	biological regulation
2141	2143	GO:0009987	to	cellular process
2192	2194	GO:0065007	to	biological regulation
2192	2194	GO:0009987	to	cellular process
2317	2321	GO:0005623	cell	cell
2369	2378	GO:0003824	proteins	catalytic activity
2390	2397	GO:0003824	protein	catalytic activity
2434	2441	GO:0044464	cytosol	cell part
2498	2502	GO:0005623	cell	cell
2498	2512	GO:0009987	cell division	cellular process
2736	2749	GO:0044422	mitochondrial	organelle part
2736	2749	GO:0032991	mitochondrial	macromolecular complex
