StartIndex	EndIndex	GO:ID	Term	OntologyTerm
181	191	GO:0008152	metabolism	metabolic process
243	257	GO:0003824	dehydrogenase	catalytic activity
376	380	GO:0065007	to	biological regulation
376	380	GO:0009987	to	cellular process
532	534	GO:0065007	To	biological regulation
532	534	GO:0009987	To	cellular process
601	610	GO:0009987	embryonic	cellular process
601	610	GO:0065007	embryonic	biological regulation
616	620	GO:0005623	cell	cell
634	636	GO:0065007	to	biological regulation
634	636	GO:0009987	to	cellular process
726	740	GO:0003824	dehydrogenase	catalytic activity
741	743	GO:0065007	To	biological regulation
741	743	GO:0009987	To	cellular process
818	820	GO:0065007	to	biological regulation
818	820	GO:0009987	to	cellular process
1040	1054	GO:0003824	dehydrogenase	catalytic activity
1172	1185	GO:0003824	dehydrogenase	catalytic activity
1246	1257	GO:0032991	circulating	macromolecular complex
1246	1257	GO:0044421	circulating	extraccellular region part
1492	1505	GO:0003824	dehydrogenase	catalytic activity
1553	1555	GO:0065007	to	biological regulation
1553	1555	GO:0009987	to	cellular process
1593	1595	GO:0065007	to	biological regulation
1593	1595	GO:0009987	to	cellular process
1606	1617	GO:0032991	circulating	macromolecular complex
1606	1617	GO:0044421	circulating	extraccellular region part
1920	1922	GO:0065007	to	biological regulation
1920	1922	GO:0009987	to	cellular process
1948	1960	GO:0051704	pathogenesis	multi-organism process
1988	1990	GO:0065007	to	biological regulation
1988	1990	GO:0009987	to	cellular process
2063	2065	GO:0065007	to	biological regulation
2063	2065	GO:0009987	to	cellular process
2227	2240	GO:0003824	dehydrogenase	catalytic activity
2252	2265	GO:0044422	mitochondrial	organelle part
2252	2265	GO:0032991	mitochondrial	macromolecular complex
2252	2265	GO:0044464	mitochondrial	cell part
2352	2354	GO:0065007	to	biological regulation
2352	2354	GO:0009987	to	cellular process
2563	2565	GO:0065007	to	biological regulation
2563	2565	GO:0009987	to	cellular process
3542	3551	GO:0003824	proteins	catalytic activity
3569	3573	GO:0003824	E1	catalytic activity
3629	3642	GO:0003824	dehydrogenase	catalytic activity
3653	3655	GO:0003824	E1	catalytic activity
3653	3655	GO:0003824	E1	catalytic activity
3766	3768	GO:0065007	to	biological regulation
3766	3768	GO:0009987	to	cellular process
3803	3811	GO:0003824	pyruvate	catalytic activity
3832	3845	GO:0003824	dehydrogenase	catalytic activity
3868	3891	GO:0032991	glycine cleavage system	macromolecular complex
3868	3891	GO:0044464	glycine cleavage system	cell part
3942	3951	GO:0003824	proteins	catalytic activity
4041	4056	GO:0009987	phosphorylation	cellular process
4041	4056	GO:0008152	phosphorylation	metabolic process
4076	4093	GO:0009987	dephosphorylation	cellular process
4076	4093	GO:0008152	dephosphorylation	metabolic process
4120	4122	GO:0003824	E1	catalytic activity
4170	4172	GO:0003824	E1	catalytic activity
4308	4310	GO:0065007	To	biological regulation
4308	4310	GO:0009987	To	cellular process
4503	4510	GO:0003824	protein	catalytic activity
4601	4605	GO:0065007	to	biological regulation
4601	4605	GO:0009987	to	cellular process
4914	4924	GO:0008152	metabolism	metabolic process
5234	5236	GO:0065007	to	biological regulation
5234	5236	GO:0009987	to	cellular process
5453	5457	GO:0065007	to	biological regulation
5453	5457	GO:0009987	to	cellular process
5543	5547	GO:0065007	to	biological regulation
5543	5547	GO:0009987	to	cellular process
5622	5624	GO:0065007	to	biological regulation
5622	5624	GO:0009987	to	cellular process
5658	5660	GO:0065007	to	biological regulation
5658	5660	GO:0009987	to	cellular process
6324	6337	GO:0044422	mitochondrial	organelle part
6324	6337	GO:0032991	mitochondrial	macromolecular complex
6324	6337	GO:0044464	mitochondrial	cell part
6585	6587	GO:0065007	to	biological regulation
6585	6587	GO:0009987	to	cellular process
6846	6855	GO:0009987	embryonic	cellular process
6846	6855	GO:0065007	embryonic	biological regulation
6866	6872	GO:0005623	cells	cell
7156	7160	GO:0005623	cell	cell
7172	7174	GO:0065007	to	biological regulation
7172	7174	GO:0009987	to	cellular process
7915	7920	GO:0005623	cells	cell
7973	7978	GO:0005623	cells	cell
8103	8106	GO:0065007	to	biological regulation
8103	8106	GO:0009987	to	cellular process
8350	8355	GO:0005623	cells	cell
8372	8374	GO:0065007	to	biological regulation
8372	8374	GO:0009987	to	cellular process
8388	8395	GO:0065007	to	biological regulation
8388	8395	GO:0009987	to	cellular process
8919	8925	GO:0005623	cells	cell
8963	8965	GO:0065007	to	biological regulation
8963	8965	GO:0009987	to	cellular process
9137	9139	GO:0065007	to	biological regulation
9137	9139	GO:0009987	to	cellular process
9137	9139	GO:0065007	to	biological regulation
9137	9139	GO:0009987	to	cellular process
9257	9259	GO:0065007	to	biological regulation
9257	9259	GO:0009987	to	cellular process
9497	9501	GO:0005623	cell	cell
9540	9544	GO:0005623	cell	cell
9875	9883	GO:0044421	antibody	extraccellular region part
9875	9883	GO:0032991	antibody	macromolecular complex
10093	10102	GO:0009987	embryonic	cellular process
10093	10102	GO:0065007	embryonic	biological regulation
10185	10190	GO:0005623	cells	cell
10234	10247	GO:0044464	mitochondria	cell part
10234	10247	GO:0043226	mitochondria	organelle
10355	10357	GO:0065007	to	biological regulation
10355	10357	GO:0009987	to	cellular process
10641	10643	GO:0065007	to	biological regulation
10641	10643	GO:0009987	to	cellular process
10746	10748	GO:0065007	to	biological regulation
10746	10748	GO:0009987	to	cellular process
10758	10769	GO:0008152	translation	metabolic process
10758	10769	GO:0009987	translation	cellular process
10818	10820	GO:0065007	to	biological regulation
10818	10820	GO:0009987	to	cellular process
10872	10876	GO:0065007	to	biological regulation
10872	10876	GO:0009987	to	cellular process
11013	11025	GO:0008152	translation	metabolic process
11013	11025	GO:0009987	translation	cellular process
11101	11110	GO:0032501	digestion	multicellular organismal process
11193	11200	GO:0032502	embryos	developmental process
11398	11407	GO:0032501	digestion	multicellular organismal process
11437	11439	GO:0065007	to	biological regulation
11437	11439	GO:0009987	to	cellular process
11629	11631	GO:0065007	to	biological regulation
11629	11631	GO:0009987	to	cellular process
11730	11734	GO:0065007	to	biological regulation
11730	11734	GO:0009987	to	cellular process
11759	11764	GO:0065007	to	biological regulation
11759	11764	GO:0009987	to	cellular process
12614	12623	GO:0009987	embryonic	cellular process
12614	12623	GO:0065007	embryonic	biological regulation
12655	12664	GO:0009987	embryonic	cellular process
