StartIndex	EndIndex	GO:ID	Term	OntologyTerm
51	55	GO:0065007	to	biological regulation
51	55	GO:0009987	to	cellular process
1488	1495	GO:0005488	binding	binding
1664	1668	GO:0065007	to	biological regulation
1664	1668	GO:0009987	to	cellular process
1867	1871	GO:0065007	to	biological regulation
1867	1871	GO:0009987	to	cellular process
2118	2124	GO:0009987	direct	cellular process
2118	2124	GO:0008152	direct	metabolic process
2631	2633	GO:0065007	to	biological regulation
2631	2633	GO:0009987	to	cellular process
3131	3133	GO:0065007	to	biological regulation
3131	3133	GO:0009987	to	cellular process
3401	3403	GO:0065007	to	biological regulation
3401	3403	GO:0009987	to	cellular process
3590	3592	GO:0065007	to	biological regulation
3590	3592	GO:0009987	to	cellular process
3590	3592	GO:0065007	to	biological regulation
3590	3592	GO:0009987	to	cellular process
3600	3602	GO:0065007	to	biological regulation
3600	3602	GO:0009987	to	cellular process
3631	3633	GO:0065007	to	biological regulation
3631	3633	GO:0009987	to	cellular process
3744	3746	GO:0065007	to	biological regulation
3744	3746	GO:0009987	to	cellular process
3744	3746	GO:0065007	to	biological regulation
3744	3746	GO:0009987	to	cellular process
4534	4545	GO:0022414	maturation	reproductive process
4566	4583	GO:0044464	catalytic domain	cell part
4566	4583	GO:0032991	catalytic domain	macromolecular complex
4850	4867	GO:0044464	catalytic domain	cell part
4850	4867	GO:0032991	catalytic domain	macromolecular complex
5263	5265	GO:0065007	to	biological regulation
5263	5265	GO:0009987	to	cellular process
5386	5388	GO:0065007	to	biological regulation
5386	5388	GO:0009987	to	cellular process
5493	5496	GO:0023046	red	signaling process
5493	5496	GO:0050896	red	response to stimulus
5493	5496	GO:0009987	red	cellular process
5493	5496	GO:0065007	red	biological regulation
5753	5763	GO:0022414	maturation	reproductive process
5871	5873	GO:0065007	to	biological regulation
5871	5873	GO:0009987	to	cellular process
6245	6247	GO:0065007	to	biological regulation
6245	6247	GO:0009987	to	cellular process
6613	6619	GO:0065007	global	biological regulation
6907	6911	GO:0023046	red	signaling process
6907	6911	GO:0050896	red	response to stimulus
6907	6911	GO:0009987	red	cellular process
6907	6911	GO:0065007	red	biological regulation
7160	7162	GO:0065007	to	biological regulation
7160	7162	GO:0009987	to	cellular process
7608	7625	GO:0044464	catalytic domains	cell part
7608	7625	GO:0032991	catalytic domains	macromolecular complex
8148	8165	GO:0044464	catalytic domain	cell part
8148	8165	GO:0032991	catalytic domain	macromolecular complex
8218	8220	GO:0065007	to	biological regulation
8218	8220	GO:0009987	to	cellular process
8294	8296	GO:0065007	to	biological regulation
8294	8296	GO:0009987	to	cellular process
8473	8475	GO:0065007	to	biological regulation
8473	8475	GO:0009987	to	cellular process
9060	9067	GO:0003824	protein	catalytic activity
9194	9196	GO:0065007	to	biological regulation
9194	9196	GO:0009987	to	cellular process
9574	9576	GO:0065007	to	biological regulation
9574	9576	GO:0009987	to	cellular process
9741	9745	GO:0065007	to	biological regulation
9741	9745	GO:0009987	to	cellular process
9959	9963	GO:0065007	to	biological regulation
9959	9963	GO:0009987	to	cellular process
10063	10066	GO:0065007	to	biological regulation
10063	10066	GO:0009987	to	cellular process
10143	10146	GO:0065007	to	biological regulation
10143	10146	GO:0009987	to	cellular process
11130	11137	GO:0003824	protein	catalytic activity
11389	11391	GO:0065007	to	biological regulation
11389	11391	GO:0009987	to	cellular process
11686	11689	GO:0023046	red	signaling process
11686	11689	GO:0050896	red	response to stimulus
11686	11689	GO:0009987	red	cellular process
11686	11689	GO:0065007	red	biological regulation
11742	11744	GO:0065007	to	biological regulation
11742	11744	GO:0009987	to	cellular process
11909	11916	GO:0005488	binding	binding
12191	12194	GO:0065007	to	biological regulation
12191	12194	GO:0009987	to	cellular process
12343	12347	GO:0065007	to	biological regulation
12343	12347	GO:0009987	to	cellular process
12689	12691	GO:0065007	to	biological regulation
12689	12691	GO:0009987	to	cellular process
13159	13161	GO:0065007	to	biological regulation
13159	13161	GO:0009987	to	cellular process
13222	13224	GO:0065007	to	biological regulation
13222	13224	GO:0009987	to	cellular process
13620	13623	GO:0065007	to	biological regulation
13620	13623	GO:0009987	to	cellular process
15002	15010	GO:0003824	protein	catalytic activity
15063	15070	GO:0003824	protein	catalytic activity
15143	15152	GO:0003824	proteins	catalytic activity
15194	15196	GO:0065007	to	biological regulation
15194	15196	GO:0009987	to	cellular process
15349	15358	GO:0003824	proteins	catalytic activity
15374	15380	GO:0009987	direct	cellular process
15374	15380	GO:0008152	direct	metabolic process
15512	15514	GO:0065007	to	biological regulation
15512	15514	GO:0009987	to	cellular process
15512	15514	GO:0065007	to	biological regulation
15512	15514	GO:0009987	to	cellular process
15881	15887	GO:0009987	direct	cellular process
15881	15887	GO:0008152	direct	metabolic process
15937	15939	GO:0065007	to	biological regulation
15937	15939	GO:0009987	to	cellular process
16144	16165	GO:0003824	tripeptidase activity	catalytic activity
16681	16689	GO:0003824	protein	catalytic activity
16837	16839	GO:0065007	to	biological regulation
16837	16839	GO:0009987	to	cellular process
17289	17291	GO:0065007	to	biological regulation
17289	17291	GO:0009987	to	cellular process
17648	17650	GO:0065007	to	biological regulation
17648	17650	GO:0009987	to	cellular process
17909	17911	GO:0065007	to	biological regulation
17909	17911	GO:0009987	to	cellular process
18073	18075	GO:0065007	to	biological regulation
18073	18075	GO:0009987	to	cellular process
18134	18136	GO:0065007	to	biological regulation
18134	18136	GO:0009987	to	cellular process
18620	18624	GO:0005623	cell	cell
18712	18714	GO:0065007	to	biological regulation
18712	18714	GO:0009987	to	cellular process
18738	18751	GO:0044422	mitochondrial	organelle part
18738	18751	GO:0032991	mitochondrial	macromolecular complex
18738	18751	GO:0044464	mitochondrial	cell part
18752	18755	GO:0003824	ATP	catalytic activity
18752	18765	GO:0005215	ATP synthase	transporter activity
18752	18765	GO:0003824	ATP synthase	catalytic activity
18756	18765	GO:0003824	synthase	catalytic activity
18771	18778	GO:0003824	protein	catalytic activity
19422	19429	GO:0005488	binding	binding
20106	20113	GO:0065007	to	biological regulation
20106	20113	GO:0009987	to	cellular process
20432	20439	GO:0003824	protein	catalytic activity
20566	20572	GO:0060089	type I	molecular transducer activity
20566	20572	GO:0003824	type I	catalytic activity
20573	20581	GO:0044421	collagen	extraccellular region part
21071	21075	GO:0065007	to	biological regulation
21071	21075	GO:0009987	to	cellular process
21148	21150	GO:0065007	to	biological regulation
21148	21150	GO:0009987	to	cellular process
21671	21678	GO:0005488	binding	binding
21723	21725	GO:0065007	to	biological regulation
21723	21725	GO:0009987	to	cellular process
22053	22057	GO:0065007	to	biological regulation
22053	22057	GO:0009987	to	cellular process
22099	22101	GO:0065007	to	biological regulation
22099	22101	GO:0009987	to	cellular process
22305	22313	GO:0003824	proteins	catalytic activity
22585	22592	GO:0003824	Protein	catalytic activity
22732	22734	GO:0065007	to	biological regulation
22732	22734	GO:0009987	to	cellular process
22742	22749	GO:0065007	global	biological regulation
22972	22980	GO:0003824	proteins	catalytic activity
23239	23241	GO:0065007	to	biological regulation
23239	23241	GO:0009987	to	cellular process
23414	23423	GO:0003824	proteins	catalytic activity
23469	23471	GO:0065007	to	biological regulation
23469	23471	GO:0009987	to	cellular process
23605	23607	GO:0065007	to	biological regulation
23605	23607	GO:0009987	to	cellular process
23807	23816	GO:0003824	proteins	catalytic activity
23866	23868	GO:0065007	to	biological regulation
23866	23868	GO:0009987	to	cellular process
24143	24152	GO:0005488	template	binding
24204	24211	GO:0003824	protein	catalytic activity
24263	24266	GO:0065007	to	biological regulation
24263	24266	GO:0009987	to	cellular process
24624	24632	GO:0003824	protein	catalytic activity
24738	24740	GO:0065007	to	biological regulation
24738	24740	GO:0009987	to	cellular process
24797	24806	GO:0005488	template	binding
24837	24848	GO:0065007	to	biological regulation
24837	24848	GO:0009987	to	cellular process
24980	24989	GO:0005488	templates	binding
25084	25086	GO:0065007	to	biological regulation
25084	25086	GO:0009987	to	cellular process
25162	25170	GO:0003824	protein	catalytic activity
25194	25196	GO:0065007	to	biological regulation
25194	25196	GO:0009987	to	cellular process
25847	25849	GO:0065007	to	biological regulation
25847	25849	GO:0009987	to	cellular process
25847	25849	GO:0065007	to	biological regulation
25847	25849	GO:0009987	to	cellular process
26032	26037	GO:0065007	to	biological regulation
26032	26037	GO:0009987	to	cellular process
26143	26145	GO:0065007	to	biological regulation
26143	26145	GO:0009987	to	cellular process
