StartIndex	EndIndex	GO:ID	Term	OntologyTerm
131	133	GO:0065007	to	biological regulation
131	133	GO:0009987	to	cellular process
197	199	GO:0065007	to	biological regulation
197	199	GO:0009987	to	cellular process
453	461	GO:0003824	protein	catalytic activity
584	586	GO:0065007	to	biological regulation
584	586	GO:0009987	to	cellular process
1061	1066	GO:0005623	cells	cell
1077	1079	GO:0065007	to	biological regulation
1077	1079	GO:0009987	to	cellular process
1094	1101	GO:0044464	capsule	cell part
1149	1156	GO:0065007	to	biological regulation
1149	1156	GO:0009987	to	cellular process
1566	1570	GO:0005623	cell	cell
1571	1581	GO:0008152	formation	metabolic process
1632	1634	GO:0065007	to	biological regulation
1632	1634	GO:0009987	to	cellular process
1644	1654	GO:0008152	formation	metabolic process
1855	1863	GO:0003824	proteins	catalytic activity
1878	1883	GO:0005623	cells	cell
2028	2036	GO:0003824	proteins	catalytic activity
2225	2227	GO:0065007	to	biological regulation
2225	2227	GO:0009987	to	cellular process
2263	2268	GO:0005623	cells	cell
2294	2300	GO:0005623	cells	cell
2479	2481	GO:0065007	to	biological regulation
2479	2481	GO:0009987	to	cellular process
2536	2541	GO:0005623	cells	cell
2712	2714	GO:0065007	to	biological regulation
2712	2714	GO:0009987	to	cellular process
2756	2758	GO:0065007	to	biological regulation
2756	2758	GO:0009987	to	cellular process
2775	2782	GO:0003824	protein	catalytic activity
2817	2819	GO:0065007	to	biological regulation
2817	2819	GO:0009987	to	cellular process
2948	2950	GO:0065007	to	biological regulation
2948	2950	GO:0009987	to	cellular process
2981	2988	GO:0005488	binding	binding
2989	2991	GO:0065007	to	biological regulation
2989	2991	GO:0009987	to	cellular process
3012	3021	GO:0003824	proteins	catalytic activity
3066	3068	GO:0065007	to	biological regulation
3066	3068	GO:0009987	to	cellular process
3122	3131	GO:0003824	proteins	catalytic activity
3166	3168	GO:0065007	to	biological regulation
3166	3168	GO:0009987	to	cellular process
3211	3219	GO:0003824	proteins	catalytic activity
3261	3268	GO:0003824	protein	catalytic activity
3360	3362	GO:0065007	to	biological regulation
3360	3362	GO:0009987	to	cellular process
3381	3383	GO:0065007	to	biological regulation
3381	3383	GO:0009987	to	cellular process
3411	3413	GO:0065007	to	biological regulation
3411	3413	GO:0009987	to	cellular process
3706	3713	GO:0003824	protein	catalytic activity
3759	3761	GO:0065007	to	biological regulation
3759	3761	GO:0009987	to	cellular process
4013	4015	GO:0065007	to	biological regulation
4013	4015	GO:0009987	to	cellular process
4064	4078	GO:0044422	actin filament	organelle part
4064	4078	GO:0032991	actin filament	macromolecular complex
4064	4078	GO:0044464	actin filament	cell part
4079	4088	GO:0008152	formation	metabolic process
4104	4106	GO:0065007	to	biological regulation
4104	4106	GO:0009987	to	cellular process
4159	4164	GO:0005623	cells	cell
4317	4325	GO:0003824	type III	catalytic activity
4317	4325	GO:0060089	type III	molecular transducer activity
