StartIndex	EndIndex	GO:ID	Term	OntologyTerm
39	42	GO:0044422	Rod	organelle part
39	42	GO:0044464	Rod	cell part
114	117	GO:0044422	Rod	organelle part
114	117	GO:0044464	Rod	cell part
151	157	GO:0032501	vision	multicellular organismal process
257	259	GO:0065007	to	biological regulation
257	259	GO:0009987	to	cellular process
286	301	GO:0008152	gene expression	metabolic process
405	410	GO:0005623	cells	cell
618	631	GO:0009987	transcription	cellular process
618	631	GO:0008152	transcription	metabolic process
805	810	GO:0005623	cells	cell
841	843	GO:0065007	to	biological regulation
841	843	GO:0009987	to	cellular process
961	965	GO:0005623	cell	cell
1081	1083	GO:0065007	to	biological regulation
1081	1083	GO:0009987	to	cellular process
1292	1312	GO:0008152	glycogen metabolism	metabolic process
1292	1312	GO:0009987	glycogen metabolism	cellular process
1301	1312	GO:0008152	metabolism	metabolic process
1470	1472	GO:0065007	to	biological regulation
1470	1472	GO:0009987	to	cellular process
1521	1525	GO:0005623	cell	cell
1539	1541	GO:0065007	to	biological regulation
1539	1541	GO:0009987	to	cellular process
1687	1691	GO:0044464	rods	cell part
1687	1691	GO:0044422	rods	organelle part
1765	1771	GO:0032501	Vision	multicellular organismal process
1944	1948	GO:0005623	cell	cell
1984	1986	GO:0065007	to	biological regulation
1984	1986	GO:0009987	to	cellular process
2074	2078	GO:0044464	rods	cell part
2074	2078	GO:0044422	rods	organelle part
2090	2094	GO:0044422	Rods	organelle part
2090	2094	GO:0044464	Rods	cell part
2125	2132	GO:0032501	vision	multicellular organismal process
2165	2172	GO:0032501	vision	multicellular organismal process
2216	2227	GO:0065007	to	biological regulation
2216	2227	GO:0009987	to	cellular process
2275	2286	GO:0065007	to	biological regulation
2275	2286	GO:0009987	to	cellular process
2515	2519	GO:0044464	rods	cell part
2515	2519	GO:0044422	rods	organelle part
2585	2596	GO:0065007	to	biological regulation
2585	2596	GO:0009987	to	cellular process
2634	2640	GO:0016265	death	death
2764	2770	GO:0032501	vision	multicellular organismal process
2876	2880	GO:0044464	rods	cell part
2876	2880	GO:0044422	rods	organelle part
2926	2928	GO:0065007	to	biological regulation
2926	2928	GO:0009987	to	cellular process
3011	3018	GO:0032501	vision	multicellular organismal process
3023	3032	GO:0044464	rod	cell part
3023	3032	GO:0044422	rod	organelle part
3094	3105	GO:0065007	to	biological regulation
3094	3105	GO:0009987	to	cellular process
3423	3436	GO:0009987	transcription	cellular process
3423	3436	GO:0008152	transcription	metabolic process
3532	3536	GO:0044464	rods	cell part
3532	3536	GO:0044422	rods	organelle part
3779	3781	GO:0065007	to	biological regulation
3779	3781	GO:0009987	to	cellular process
3808	3811	GO:0044464	rod	cell part
3808	3811	GO:0044422	rod	organelle part
3815	3825	GO:0065007	to	biological regulation
3815	3825	GO:0009987	to	cellular process
4200	4205	GO:0005623	cells	cell
4263	4269	GO:0005623	cells	cell
4426	4430	GO:0065007	to	biological regulation
4426	4430	GO:0009987	to	cellular process
4447	4449	GO:0065007	to	biological regulation
4447	4449	GO:0009987	to	cellular process
4595	4604	GO:0008152	formation	metabolic process
4658	4662	GO:0005623	cell	cell
4658	4669	GO:0044464	cell bodies	cell part
4735	4737	GO:0065007	to	biological regulation
4735	4737	GO:0009987	to	cellular process
4989	4998	GO:0008152	formation	metabolic process
5095	5097	GO:0065007	to	biological regulation
5095	5097	GO:0009987	to	cellular process
5167	5169	GO:0065007	to	biological regulation
5167	5169	GO:0009987	to	cellular process
5183	5187	GO:0005623	cell	cell
5225	5227	GO:0065007	to	biological regulation
5225	5227	GO:0009987	to	cellular process
5275	5280	GO:0005623	cells	cell
5308	5310	GO:0065007	to	biological regulation
5308	5310	GO:0009987	to	cellular process
5444	5446	GO:0065007	to	biological regulation
5444	5446	GO:0009987	to	cellular process
5704	5709	GO:0005623	cells	cell
5773	5776	GO:0044464	rod	cell part
5773	5776	GO:0044422	rod	organelle part
5791	5797	GO:0005623	cells	cell
5844	5849	GO:0005623	cells	cell
5865	5868	GO:0044464	rod	cell part
5865	5868	GO:0044422	rod	organelle part
5937	5941	GO:0005623	cell	cell
5976	5980	GO:0044464	rods	cell part
5976	5980	GO:0044422	rods	organelle part
6891	6893	GO:0065007	to	biological regulation
6891	6893	GO:0009987	to	cellular process
7006	7023	GO:0065007	phototransduction	biological regulation
7006	7023	GO:0050896	phototransduction	response to stimulus
7006	7023	GO:0009987	phototransduction	cellular process
7006	7023	GO:0023046	phototransduction	signaling process
7105	7107	GO:0065007	to	biological regulation
7105	7107	GO:0009987	to	cellular process
7393	7395	GO:0065007	to	biological regulation
7393	7395	GO:0009987	to	cellular process
7554	7563	GO:0009987	embryonic	cellular process
7554	7563	GO:0065007	embryonic	biological regulation
7629	7631	GO:0065007	to	biological regulation
7629	7631	GO:0009987	to	cellular process
7733	7748	GO:0008152	gene expression	metabolic process
7853	7855	GO:0065007	to	biological regulation
7853	7855	GO:0009987	to	cellular process
7957	7959	GO:0065007	to	biological regulation
7957	7959	GO:0009987	to	cellular process
8165	8167	GO:0065007	to	biological regulation
8165	8167	GO:0009987	to	cellular process
8627	8634	GO:0060089	type I	molecular transducer activity
8627	8634	GO:0003824	type I	catalytic activity
8664	8679	GO:0008152	gene expression	metabolic process
8716	8731	GO:0008152	gene expression	metabolic process
8984	9000	GO:0008152	gene expression	metabolic process
9029	9034	GO:0005623	cells	cell
9045	9047	GO:0065007	to	biological regulation
9045	9047	GO:0009987	to	cellular process
9136	9144	GO:0065007	type II	biological regulation
9136	9144	GO:0003824	type II	catalytic activity
9136	9144	GO:0060089	type II	molecular transducer activity
9136	9144	GO:0008152	type II	metabolic process
9243	9248	GO:0005623	cells	cell
9362	9367	GO:0005623	cells	cell
9475	9480	GO:0005623	cells	cell
9536	9538	GO:0065007	to	biological regulation
9536	9538	GO:0009987	to	cellular process
9594	9599	GO:0005623	cells	cell
9659	9661	GO:0065007	to	biological regulation
9659	9661	GO:0009987	to	cellular process
9677	9681	GO:0005623	cell	cell
9677	9688	GO:0044464	cell bodies	cell part
9689	9691	GO:0065007	to	biological regulation
9689	9691	GO:0009987	to	cellular process
9744	9749	GO:0005623	cells	cell
9799	9803	GO:0005623	cell	cell
9840	9844	GO:0005623	cell	cell
9943	9950	GO:0065007	type II	biological regulation
9943	9950	GO:0003824	type II	catalytic activity
9943	9950	GO:0060089	type II	molecular transducer activity
9943	9950	GO:0008152	type II	metabolic process
10020	10033	GO:0016265	retinal cells	death
10020	10033	GO:0009987	retinal cells	cellular process
10020	10033	GO:0032502	retinal cells	developmental process
10028	10033	GO:0005623	cells	cell
10073	10078	GO:0005623	cells	cell
10135	10142	GO:0005623	cells	cell
10226	10231	GO:0005623	cells	cell
10300	10305	GO:0005623	cells	cell
10333	10340	GO:0005623	cells	cell
10399	10401	GO:0065007	to	biological regulation
10399	10401	GO:0009987	to	cellular process
10431	10436	GO:0005623	cells	cell
10453	10455	GO:0065007	to	biological regulation
10453	10455	GO:0009987	to	cellular process
10480	10488	GO:0044421	antibody	extraccellular region part
10480	10488	GO:0032991	antibody	macromolecular complex
10620	10633	GO:0016265	retinal cells	death
10620	10633	GO:0009987	retinal cells	cellular process
10620	10633	GO:0032502	retinal cells	developmental process
10628	10633	GO:0005623	cells	cell
10766	10771	GO:0005623	cells	cell
10860	10873	GO:0016265	retinal cells	death
10860	10873	GO:0009987	retinal cells	cellular process
10860	10873	GO:0032502	retinal cells	developmental process
10868	10873	GO:0005623	cells	cell
11003	11008	GO:0005623	cells	cell
11071	11073	GO:0065007	to	biological regulation
11071	11073	GO:0009987	to	cellular process
11128	11133	GO:0005623	cells	cell
11177	11185	GO:0044421	antibody	extraccellular region part
11177	11185	GO:0032991	antibody	macromolecular complex
11327	11355	GO:0044464	photoreceptor outer segments	cell part
11436	11441	GO:0005623	cells	cell
12151	12156	GO:0005623	cells	cell
12369	12381	GO:0051179	localization	localization
12403	12405	GO:0065007	to	biological regulation
12403	12405	GO:0009987	to	cellular process
12410	12437	GO:0044464	photoreceptor inner segment	cell part
12467	12479	GO:0051179	localization	localization
12676	12688	GO:0051179	localization	localization
12861	12863	GO:0065007	to	biological regulation
12861	12863	GO:0009987	to	cellular process
13007	13019	GO:0051179	localization	localization
13057	13059	GO:0065007	to	biological regulation
13057	13059	GO:0009987	to	cellular process
13376	13378	GO:0065007	to	biological regulation
13376	13378	GO:0009987	to	cellular process
13450	13454	GO:0044464	rods	cell part
13450	13454	GO:0044422	rods	organelle part
13892	13894	GO:0065007	to	biological regulation
13892	13894	GO:0009987	to	cellular process
13902	13908	GO:0060089	type I	molecular transducer activity
13902	13908	GO:0003824	type I	catalytic activity
13947	13949	GO:0065007	to	biological regulation
13947	13949	GO:0009987	to	cellular process
14006	14018	GO:0051179	localization	localization
14019	14021	GO:0065007	to	biological regulation
14019	14021	GO:0009987	to	cellular process
14078	14080	GO:0065007	to	biological regulation
14078	14080	GO:0009987	to	cellular process
14282	14300	GO:0009987	glucose metabolism	cellular process
14282	14300	GO:0008152	glucose metabolism	metabolic process
14290	14300	GO:0008152	metabolism	metabolic process
14318	14339	GO:0008152	fatty acid metabolism	metabolic process
14318	14339	GO:0009987	fatty acid metabolism	cellular process
14329	14339	GO:0008152	metabolism	metabolic process
14350	14360	GO:0050896	DNA repair	response to stimulus
14350	14360	GO:0009987	DNA repair	cellular process
14350	14360	GO:0008152	DNA repair	metabolic process
14370	14374	GO:0005623	cell	cell
14370	14391	GO:0009987	cell cycle	cellular process
-1	22	GO:0043226	chromosome	organelle
-1	22	GO:0044422	chromosome	organelle part
-1	22	GO:0044464	chromosome	cell part
-1	22	GO:0016043	chromosome segregation	cellular component organization
-1	22	GO:0009987	chromosome segregation	cellular process
14507	14524	GO:0032502	otolith formation	developmental process
14515	14524	GO:0008152	formation	metabolic process
14701	14716	GO:0008152	gene expression	metabolic process
14732	14742	GO:0065007	to	biological regulation
14732	14742	GO:0009987	to	cellular process
15510	15519	GO:0009987	embryonic	cellular process
15510	15519	GO:0065007	embryonic	biological regulation
15587	15596	GO:0009987	embryonic	cellular process
15587	15596	GO:0065007	embryonic	biological regulation
15709	15719	GO:0065007	to	biological regulation
15709	15719	GO:0009987	to	cellular process
15709	15719	GO:0065007	to	biological regulation
15709	15719	GO:0009987	to	cellular process
15896	15899	GO:0065007	to	biological regulation
15896	15899	GO:0009987	to	cellular process
16775	16779	GO:0005623	cell	cell
16775	16786	GO:0044464	cell bodies	cell part
16811	16816	GO:0005623	cells	cell
16824	16826	GO:0065007	to	biological regulation
16824	16826	GO:0009987	to	cellular process
16953	16955	GO:0065007	to	biological regulation
16953	16955	GO:0009987	to	cellular process
16978	16980	GO:0065007	to	biological regulation
16978	16980	GO:0009987	to	cellular process
17034	17038	GO:0005623	cell	cell
17034	17045	GO:0044464	cell bodies	cell part
17060	17062	GO:0065007	to	biological regulation
17060	17062	GO:0009987	to	cellular process
17078	17080	GO:0065007	to	biological regulation
17078	17080	GO:0009987	to	cellular process
17179	17183	GO:0005623	cell	cell
17179	17190	GO:0044464	cell bodies	cell part
17202	17213	GO:0065007	to	biological regulation
17202	17213	GO:0009987	to	cellular process
17275	17277	GO:0065007	to	biological regulation
17275	17277	GO:0009987	to	cellular process
17466	17470	GO:0005623	cell	cell
17466	17477	GO:0044464	cell bodies	cell part
17478	17480	GO:0065007	to	biological regulation
17478	17480	GO:0009987	to	cellular process
17511	17514	GO:0044422	Rod	organelle part
17511	17514	GO:0044464	Rod	cell part
17590	17592	GO:0065007	to	biological regulation
17590	17592	GO:0009987	to	cellular process
17609	17625	GO:0008152	gene expression	metabolic process
17626	17638	GO:0044464	rod	cell part
17626	17638	GO:0044422	rod	organelle part
17772	17774	GO:0065007	to	biological regulation
17772	17774	GO:0009987	to	cellular process
17862	17876	GO:0065007	to	biological regulation
17862	17876	GO:0009987	to	cellular process
17913	17916	GO:0044464	rod	cell part
17913	17916	GO:0044422	rod	organelle part
17913	17916	GO:0044464	rod	cell part
17913	17916	GO:0044422	rod	organelle part
18243	18258	GO:0008152	gene expression	metabolic process
18399	18401	GO:0065007	to	biological regulation
18399	18401	GO:0009987	to	cellular process
18563	18565	GO:0065007	to	biological regulation
18563	18565	GO:0009987	to	cellular process
18738	18740	GO:0065007	to	biological regulation
18738	18740	GO:0009987	to	cellular process
19123	19136	GO:0008152	Transcription	metabolic process
19123	19136	GO:0009987	Transcription	cellular process
19219	19232	GO:0009987	transcription	cellular process
19219	19232	GO:0008152	transcription	metabolic process
19426	19439	GO:0009987	transcription	cellular process
19426	19439	GO:0008152	transcription	metabolic process
19552	19556	GO:0044464	rods	cell part
19552	19556	GO:0044422	rods	organelle part
19576	19578	GO:0065007	to	biological regulation
19576	19578	GO:0009987	to	cellular process
19671	19684	GO:0009987	transcription	cellular process
19671	19684	GO:0008152	transcription	metabolic process
19710	19714	GO:0044464	rods	cell part
19710	19714	GO:0044422	rods	organelle part
19823	19825	GO:0065007	to	biological regulation
19823	19825	GO:0009987	to	cellular process
20433	20447	GO:0009987	transcription	cellular process
20433	20447	GO:0008152	transcription	metabolic process
20513	20515	GO:0065007	to	biological regulation
20513	20515	GO:0009987	to	cellular process
20903	20907	GO:0005623	cell	cell
21051	21056	GO:0016265	glia	death
21051	21056	GO:0009987	glia	cellular process
21077	21081	GO:0005623	cell	cell
21221	21225	GO:0016265	glia	death
21221	21225	GO:0009987	glia	cellular process
21226	21228	GO:0065007	to	biological regulation
21226	21228	GO:0009987	to	cellular process
21341	21345	GO:0005623	Cell	cell
21361	21363	GO:0065007	to	biological regulation
21361	21363	GO:0009987	to	cellular process
21408	21423	GO:0008152	gene expression	metabolic process
21473	21477	GO:0005623	cell	cell
21473	21484	GO:0044464	cell bodies	cell part
21521	21525	GO:0005623	cell	cell
21521	21532	GO:0044464	cell bodies	cell part
21652	21655	GO:0044464	rod	cell part
21652	21655	GO:0044422	rod	organelle part
21776	21780	GO:0005623	cell	cell
21776	21787	GO:0044464	cell bodies	cell part
21871	21876	GO:0044464	rods	cell part
21871	21876	GO:0044422	rods	organelle part
21921	21944	GO:0044464	nuclear heterochromatin	cell part
21921	21944	GO:0044422	nuclear heterochromatin	organelle part
21929	21944	GO:0044464	heterochromatin	cell part
21929	21944	GO:0044422	heterochromatin	organelle part
22071	22082	GO:0044464	euchromatin	cell part
22071	22082	GO:0044422	euchromatin	organelle part
22088	22093	GO:0044464	rods	cell part
22088	22093	GO:0044422	rods	organelle part
22149	22158	GO:0044464	cytoplasm	cell part
22151	22158	GO:0065007	to	biological regulation
22151	22158	GO:0009987	to	cellular process
22206	22218	GO:0044464	mitochondria	cell part
22206	22218	GO:0043226	mitochondria	organelle
22309	22314	GO:0005623	cells	cell
22501	22506	GO:0005623	cells	cell
22588	22592	GO:0005623	cell	cell
22682	22695	GO:0016265	retinal cells	death
22682	22695	GO:0009987	retinal cells	cellular process
22682	22695	GO:0032502	retinal cells	developmental process
22690	22695	GO:0005623	cells	cell
22736	22740	GO:0005623	cell	cell
22885	22890	GO:0005623	cells	cell
22942	22947	GO:0005623	cells	cell
23031	23043	GO:0051179	localization	localization
23053	23057	GO:0005623	cell	cell
23053	23065	GO:0044464	cell bodies	cell part
23079	23081	GO:0065007	to	biological regulation
23079	23081	GO:0009987	to	cellular process
23091	23095	GO:0005623	cell	cell
23091	23101	GO:0044464	cell body	cell part
23116	23119	GO:0044464	rod	cell part
23116	23119	GO:0044422	rod	organelle part
23120	23124	GO:0022414	soma	reproductive process
23120	23124	GO:0032502	soma	developmental process
23190	23206	GO:0044464	heterochromatin	cell part
23190	23206	GO:0044422	heterochromatin	organelle part
23247	23259	GO:0044464	euchromatin	cell part
23247	23259	GO:0044422	euchromatin	organelle part
23288	23297	GO:0044464	cytoplasm	cell part
23306	23316	GO:0043226	organelles	organelle
23337	23341	GO:0005623	cell	cell
23425	23430	GO:0044464	rods	cell part
23425	23430	GO:0044422	rods	organelle part
23463	23478	GO:0044464	heterochromatin	cell part
23463	23478	GO:0044422	heterochromatin	organelle part
23509	23520	GO:0044464	euchromatin	cell part
23509	23520	GO:0044422	euchromatin	organelle part
23544	23549	GO:0005623	cells	cell
23590	23601	GO:0044464	euchromatin	cell part
23590	23601	GO:0044422	euchromatin	organelle part
23641	23646	GO:0005623	cells	cell
23665	23669	GO:0044464	rods	cell part
23665	23669	GO:0044422	rods	organelle part
23842	23847	GO:0005623	cells	cell
23917	23919	GO:0065007	to	biological regulation
23917	23919	GO:0009987	to	cellular process
24008	24012	GO:0005623	cell	cell
24008	24019	GO:0044464	cell bodies	cell part
24116	24124	GO:0044464	rod	cell part
24116	24124	GO:0044422	rod	organelle part
24270	24272	GO:0065007	to	biological regulation
24270	24272	GO:0009987	to	cellular process
24283	24288	GO:0044464	rods	cell part
24283	24288	GO:0044422	rods	organelle part
24579	24581	GO:0065007	to	biological regulation
24579	24581	GO:0009987	to	cellular process
24735	24747	GO:0044464	mitochondria	cell part
24735	24747	GO:0043226	mitochondria	organelle
24749	24752	GO:0023046	red	signaling process
24749	24752	GO:0050896	red	response to stimulus
24749	24752	GO:0009987	red	cellular process
24749	24752	GO:0065007	red	biological regulation
24810	24820	GO:0043226	organelles	organelle
24857	24861	GO:0044464	rods	cell part
24857	24861	GO:0044422	rods	organelle part
24884	24889	GO:0005623	cells	cell
24997	25001	GO:0005623	cell	cell
25073	25077	GO:0044464	rods	cell part
25073	25077	GO:0044422	rods	organelle part
25167	25173	GO:0005623	cells	cell
25262	25275	GO:0009987	transcription	cellular process
25262	25275	GO:0008152	transcription	metabolic process
25279	25283	GO:0065007	to	biological regulation
25279	25283	GO:0009987	to	cellular process
25349	25354	GO:0044464	rods	cell part
25349	25354	GO:0044422	rods	organelle part
25542	25549	GO:0060089	type I	molecular transducer activity
25542	25549	GO:0003824	type I	catalytic activity
25619	25624	GO:0005623	cells	cell
25643	25648	GO:0005623	cells	cell
25665	25667	GO:0065007	to	biological regulation
25665	25667	GO:0009987	to	cellular process
25682	25685	GO:0044464	rod	cell part
25682	25685	GO:0044422	rod	organelle part
25738	25753	GO:0008152	gene expression	metabolic process
25763	25769	GO:0005623	cells	cell
25814	25816	GO:0065007	to	biological regulation
25814	25816	GO:0009987	to	cellular process
25864	25868	GO:0044464	rods	cell part
25864	25868	GO:0044422	rods	organelle part
25904	25910	GO:0060089	type I	molecular transducer activity
25904	25910	GO:0003824	type I	catalytic activity
25965	25970	GO:0005623	cells	cell
26070	26075	GO:0005623	cells	cell
26090	26092	GO:0065007	to	biological regulation
26090	26092	GO:0009987	to	cellular process
26202	26208	GO:0060089	type I	molecular transducer activity
26202	26208	GO:0003824	type I	catalytic activity
26312	26314	GO:0065007	to	biological regulation
26312	26314	GO:0009987	to	cellular process
26408	26413	GO:0005623	cells	cell
26478	26480	GO:0065007	to	biological regulation
26478	26480	GO:0009987	to	cellular process
26531	26537	GO:0005623	cells	cell
26637	26642	GO:0005623	cells	cell
26662	26667	GO:0005623	cells	cell
26776	26782	GO:0060089	type I	molecular transducer activity
26776	26782	GO:0003824	type I	catalytic activity
26864	26877	GO:0009987	transcription	cellular process
26864	26877	GO:0008152	transcription	metabolic process
26939	26943	GO:0044464	rods	cell part
26939	26943	GO:0044422	rods	organelle part
27097	27102	GO:0044464	rods	cell part
27097	27102	GO:0044422	rods	organelle part
27329	27331	GO:0065007	to	biological regulation
27329	27331	GO:0009987	to	cellular process
27355	27370	GO:0008152	gene expression	metabolic process
27601	27610	GO:0065007	type II	biological regulation
27601	27610	GO:0003824	type II	catalytic activity
27601	27610	GO:0060089	type II	molecular transducer activity
27601	27610	GO:0008152	type II	metabolic process
