StartIndex	EndIndex	GO:ID	Term	OntologyTerm
25	31	GO:0040007	growth	growth
25	31	GO:0040007	growth	growth
111	117	GO:0040007	growth	growth
277	288	GO:0044464	chromosomes	cell part
277	288	GO:0044422	chromosomes	organelle part
277	288	GO:0043226	chromosomes	organelle
321	323	GO:0065007	To	biological regulation
321	323	GO:0009987	To	cellular process
831	837	GO:0040007	growth	growth
1169	1175	GO:0040007	growth	growth
1203	1205	GO:0065007	to	biological regulation
1203	1205	GO:0009987	to	cellular process
1254	1256	GO:0065007	to	biological regulation
1254	1256	GO:0009987	to	cellular process
1285	1287	GO:0065007	to	biological regulation
1285	1287	GO:0009987	to	cellular process
1522	1524	GO:0065007	to	biological regulation
1522	1524	GO:0009987	to	cellular process
1587	1593	GO:0040007	growth	growth
1896	1902	GO:0040007	growth	growth
1943	1945	GO:0065007	to	biological regulation
1943	1945	GO:0009987	to	cellular process
1955	1961	GO:0009987	direct	cellular process
1955	1961	GO:0008152	direct	metabolic process
2098	2100	GO:0065007	To	biological regulation
2098	2100	GO:0009987	To	cellular process
2121	2127	GO:0040007	growth	growth
2299	2301	GO:0065007	to	biological regulation
2299	2301	GO:0009987	to	cellular process
2355	2357	GO:0065007	to	biological regulation
2355	2357	GO:0009987	to	cellular process
2530	2538	GO:0003824	reducing	catalytic activity
2733	2735	GO:0065007	to	biological regulation
2733	2735	GO:0009987	to	cellular process
2733	2735	GO:0065007	to	biological regulation
2733	2735	GO:0009987	to	cellular process
3089	3091	GO:0065007	to	biological regulation
3089	3091	GO:0009987	to	cellular process
3165	3167	GO:0065007	to	biological regulation
3165	3167	GO:0009987	to	cellular process
3247	3249	GO:0065007	to	biological regulation
3247	3249	GO:0009987	to	cellular process
3307	3309	GO:0065007	to	biological regulation
3307	3309	GO:0009987	to	cellular process
3550	3556	GO:0040007	growth	growth
3755	3764	GO:0023052	signaling	signaling
4040	4042	GO:0065007	to	biological regulation
4040	4042	GO:0009987	to	cellular process
4492	4494	GO:0065007	to	biological regulation
4492	4494	GO:0009987	to	cellular process
4492	4494	GO:0065007	to	biological regulation
4492	4494	GO:0009987	to	cellular process
4506	4522	GO:0040007	growth	growth
4754	4763	GO:0023052	signaling	signaling
4754	4772	GO:0023052	signaling pathway	signaling
4828	4830	GO:0065007	to	biological regulation
4828	4830	GO:0009987	to	cellular process
4963	4969	GO:0040007	growth	growth
5767	5769	GO:0065007	to	biological regulation
5767	5769	GO:0009987	to	cellular process
6063	6065	GO:0065007	to	biological regulation
6063	6065	GO:0009987	to	cellular process
6229	6239	GO:0023052	signaling	signaling
6635	6637	GO:0065007	to	biological regulation
6635	6637	GO:0009987	to	cellular process
6712	6714	GO:0065007	to	biological regulation
6712	6714	GO:0009987	to	cellular process
7410	7416	GO:0040007	growth	growth
7484	7486	GO:0065007	to	biological regulation
7484	7486	GO:0009987	to	cellular process
7693	7695	GO:0065007	to	biological regulation
7693	7695	GO:0009987	to	cellular process
8370	8372	GO:0065007	to	biological regulation
8370	8372	GO:0009987	to	cellular process
8460	8466	GO:0040007	growth	growth
8498	8500	GO:0065007	to	biological regulation
8498	8500	GO:0009987	to	cellular process
