StartIndex	EndIndex	GO:ID	Term	OntologyTerm
13	22	GO:0023052	Signaling	signaling
389	394	GO:0065007	to	biological regulation
389	394	GO:0009987	to	cellular process
431	446	GO:0008152	gene expression	metabolic process
582	589	GO:0003824	protein	catalytic activity
611	613	GO:0065007	to	biological regulation
611	613	GO:0009987	to	cellular process
655	657	GO:0065007	to	biological regulation
655	657	GO:0009987	to	cellular process
790	800	GO:0043226	chromosome	organelle
790	800	GO:0044422	chromosome	organelle part
790	800	GO:0044464	chromosome	cell part
814	816	GO:0065007	to	biological regulation
814	816	GO:0009987	to	cellular process
973	981	GO:0044464	capsule	cell part
1007	1009	GO:0065007	to	biological regulation
1007	1009	GO:0009987	to	cellular process
1040	1049	GO:0023052	signaling	signaling
1117	1119	GO:0065007	to	biological regulation
1117	1119	GO:0009987	to	cellular process
1133	1146	GO:0032502	embryogenesis	developmental process
1251	1260	GO:0009987	embryonic	cellular process
1251	1260	GO:0065007	embryonic	biological regulation
1282	1284	GO:0065007	to	biological regulation
1282	1284	GO:0009987	to	cellular process
1439	1442	GO:0065007	to	biological regulation
1439	1442	GO:0009987	to	cellular process
1723	1732	GO:0023052	signaling	signaling
1929	1938	GO:0023052	signaling	signaling
2046	2055	GO:0023052	signaling	signaling
2375	2377	GO:0065007	to	biological regulation
2375	2377	GO:0009987	to	cellular process
2882	2891	GO:0008152	formation	metabolic process
2906	2920	GO:0032502	embryogenesis	developmental process
2942	2946	GO:0005623	cell	cell
3031	3052	GO:0016265	Programmed cell death	death
3031	3052	GO:0022414	Programmed cell death	reproductive process
3031	3052	GO:0032502	Programmed cell death	developmental process
3031	3052	GO:0009987	Programmed cell death	cellular process
3042	3052	GO:0005623	cell	cell
3042	3052	GO:0016265	cell death	death
3042	3052	GO:0009987	cell death	cellular process
3047	3052	GO:0016265	death	death
3148	3152	GO:0005623	cell	cell
3188	3192	GO:0005623	cell	cell
3327	3332	GO:0005623	cells	cell
3426	3428	GO:0065007	to	biological regulation
3426	3428	GO:0009987	to	cellular process
3580	3589	GO:0023052	signaling	signaling
3580	3598	GO:0023052	signaling pathways	signaling
3615	3617	GO:0065007	to	biological regulation
3615	3617	GO:0009987	to	cellular process
3644	3654	GO:0008152	formation	metabolic process
3902	3909	GO:0003824	protein	catalytic activity
3935	3944	GO:0023052	signaling	signaling
4090	4094	GO:0065007	to	biological regulation
4090	4094	GO:0009987	to	cellular process
4322	4332	GO:0008152	formation	metabolic process
4402	4411	GO:0008152	formation	metabolic process
4520	4529	GO:0008152	formation	metabolic process
4626	4635	GO:0009987	embryonic	cellular process
4626	4635	GO:0065007	embryonic	biological regulation
4667	4669	GO:0065007	to	biological regulation
4667	4669	GO:0009987	to	cellular process
4695	4704	GO:0008152	formation	metabolic process
4782	4791	GO:0023052	signaling	signaling
4782	4800	GO:0023052	signaling pathways	signaling
4832	4842	GO:0022414	maturation	reproductive process
4903	4912	GO:0023052	signaling	signaling
5218	5224	GO:0060089	type I	molecular transducer activity
5218	5224	GO:0003824	type I	catalytic activity
5233	5240	GO:0065007	type II	biological regulation
5233	5240	GO:0003824	type II	catalytic activity
5233	5240	GO:0060089	type II	molecular transducer activity
5233	5240	GO:0008152	type II	metabolic process
5299	5307	GO:0005488	binding	binding
5346	5361	GO:0003824	phosphorylating	catalytic activity
5392	5405	GO:0009987	transcription	cellular process
