StartIndex	EndIndex	GO:ID	Term	OntologyTerm
14	24	GO:0065007	to	biological regulation
14	24	GO:0009987	to	cellular process
1019	1029	GO:0044464	Chromosome	cell part
1019	1029	GO:0043226	Chromosome	organelle
1019	1029	GO:0044422	Chromosome	organelle part
1088	1090	GO:0065007	to	biological regulation
1088	1090	GO:0009987	to	cellular process
1111	1120	GO:0065007	to	biological regulation
1111	1120	GO:0009987	to	cellular process
1121	1123	GO:0065007	to	biological regulation
1121	1123	GO:0009987	to	cellular process
1677	1685	GO:0005623	cell	cell
1677	1699	GO:0043226	cell nucleus	organelle
1677	1699	GO:0044464	cell nucleus	cell part
1720	1699	GO:0043226	nucleus	organelle
1720	1728	GO:0044464	nucleus	cell part
1776	1779	GO:0065007	to	biological regulation
1776	1779	GO:0009987	to	cellular process
1776	1779	GO:0065007	to	biological regulation
1776	1779	GO:0009987	to	cellular process
1986	1999	GO:0051704	pathogenesis	multi-organism process
2197	2207	GO:0065007	to	biological regulation
2197	2207	GO:0009987	to	cellular process
2624	2636	GO:0044464	Y chromosome	cell part
2624	2636	GO:0043226	Y chromosome	organelle
2626	2636	GO:0043226	chromosome	organelle
2626	2636	GO:0044422	chromosome	organelle part
2626	2636	GO:0044464	chromosome	cell part
2639	2647	GO:0065007	to	biological regulation
2639	2647	GO:0009987	to	cellular process
3046	3058	GO:0051704	pathogenesis	multi-organism process
3126	3128	GO:0065007	to	biological regulation
3126	3128	GO:0009987	to	cellular process
3137	3147	GO:0043226	chromosome	organelle
3137	3147	GO:0044422	chromosome	organelle part
3137	3147	GO:0044464	chromosome	cell part
3347	3357	GO:0044464	Chromosome	cell part
3347	3357	GO:0043226	Chromosome	organelle
3347	3357	GO:0044422	Chromosome	organelle part
3547	3549	GO:0065007	to	biological regulation
3547	3549	GO:0009987	to	cellular process
3691	3693	GO:0065007	to	biological regulation
3691	3693	GO:0009987	to	cellular process
3799	3806	GO:0003824	protein	catalytic activity
3876	3884	GO:0003824	proteins	catalytic activity
3932	3934	GO:0065007	to	biological regulation
3932	3934	GO:0009987	to	cellular process
4123	4131	GO:0065007	to	biological regulation
4123	4131	GO:0009987	to	cellular process
4306	4308	GO:0065007	to	biological regulation
4306	4308	GO:0009987	to	cellular process
4334	4344	GO:0065007	to	biological regulation
4334	4344	GO:0009987	to	cellular process
4939	4941	GO:0065007	To	biological regulation
4939	4941	GO:0009987	To	cellular process
5226	5228	GO:0065007	to	biological regulation
5226	5228	GO:0009987	to	cellular process
5310	5320	GO:0065007	to	biological regulation
5310	5320	GO:0009987	to	cellular process
5512	5522	GO:0044464	Chromosome	cell part
5512	5522	GO:0043226	Chromosome	organelle
5512	5522	GO:0044422	Chromosome	organelle part
6164	6173	GO:0009987	embryonic	cellular process
6164	6173	GO:0065007	embryonic	biological regulation
6179	6185	GO:0005623	cells	cell
6291	6293	GO:0065007	to	biological regulation
6291	6293	GO:0009987	to	cellular process
6354	6364	GO:0044464	Chromosome	cell part
6354	6364	GO:0043226	Chromosome	organelle
6354	6364	GO:0044422	Chromosome	organelle part
6510	6519	GO:0009987	embryonic	cellular process
6510	6519	GO:0065007	embryonic	biological regulation
6525	6531	GO:0005623	cells	cell
6547	6549	GO:0065007	to	biological regulation
6547	6549	GO:0009987	to	cellular process
7032	7034	GO:0065007	To	biological regulation
7032	7034	GO:0009987	To	cellular process
7247	7252	GO:0065007	to	biological regulation
7247	7252	GO:0009987	to	cellular process
7247	7252	GO:0065007	to	biological regulation
7247	7252	GO:0009987	to	cellular process
8695	8704	GO:0044464	autosomes	cell part
8695	8704	GO:0043226	autosomes	organelle
8927	8929	GO:0065007	to	biological regulation
8927	8929	GO:0009987	to	cellular process
9071	9081	GO:0044464	Chromosome	cell part
