StartIndex	EndIndex	GO:ID	Term	OntologyTerm
154	161	GO:0003824	protein	catalytic activity
271	275	GO:0005623	cell	cell
271	281	GO:0009987	cell cycle	cellular process
300	305	GO:0016265	death	death
314	322	GO:0065007	neurons	biological regulation
314	322	GO:0016265	neurons	death
314	322	GO:0009987	neurons	cellular process
495	508	GO:0016265	retinal cells	death
495	508	GO:0009987	retinal cells	cellular process
495	508	GO:0032502	retinal cells	developmental process
503	508	GO:0005623	cells	cell
547	556	GO:0016265	apoptosis	death
547	556	GO:0009987	apoptosis	cellular process
598	611	GO:0009987	transcription	cellular process
598	611	GO:0008152	transcription	metabolic process
794	799	GO:0005623	cells	cell
808	819	GO:0009987	cholinergic	cellular process
808	819	GO:0023052	cholinergic	signaling
808	819	GO:0065007	cholinergic	biological regulation
939	941	GO:0065007	to	biological regulation
939	941	GO:0009987	to	cellular process
981	983	GO:0065007	to	biological regulation
981	983	GO:0009987	to	cellular process
1043	1048	GO:0065007	to	biological regulation
1043	1048	GO:0009987	to	cellular process
1319	1325	GO:0005623	cells	cell
1346	1348	GO:0065007	to	biological regulation
1346	1348	GO:0009987	to	cellular process
1378	1380	GO:0065007	to	biological regulation
1378	1380	GO:0009987	to	cellular process
1703	1710	GO:0003824	protein	catalytic activity
1768	1773	GO:0016265	death	death
1796	1809	GO:0009987	transcription	cellular process
1796	1809	GO:0008152	transcription	metabolic process
1813	1816	GO:0065007	to	biological regulation
1813	1816	GO:0009987	to	cellular process
1911	1924	GO:0009987	transcription	cellular process
1911	1924	GO:0008152	transcription	metabolic process
1978	1983	GO:0005623	cells	cell
2044	2050	GO:0016265	death	death
2120	2126	GO:0016265	death	death
2242	2250	GO:0065007	neurons	biological regulation
2242	2250	GO:0016265	neurons	death
2242	2250	GO:0009987	neurons	cellular process
2262	2267	GO:0016265	death	death
2271	2276	GO:0005623	cells	cell
2283	2285	GO:0065007	to	biological regulation
2283	2285	GO:0009987	to	cellular process
2286	2296	GO:0016265	apoptosis	death
2286	2296	GO:0009987	apoptosis	cellular process
2360	2364	GO:0005623	cell	cell
2437	2444	GO:0065007	neurons	biological regulation
2437	2444	GO:0016265	neurons	death
2437	2444	GO:0009987	neurons	cellular process
2535	2541	GO:0009987	direct	cellular process
2535	2541	GO:0008152	direct	metabolic process
2610	2623	GO:0005623	cell	cell
2610	2631	GO:0032502	cell differentiation	developmental process
2610	2631	GO:0009987	cell differentiation	cellular process
2654	2658	GO:0005623	cell	cell
2947	2949	GO:0065007	to	biological regulation
2947	2949	GO:0009987	to	cellular process
2956	2969	GO:0032502	neurogenesis	developmental process
2956	2969	GO:0009987	neurogenesis	cellular process
3060	3064	GO:0005623	cell	cell
3139	3144	GO:0005623	cells	cell
3166	3168	GO:0065007	to	biological regulation
3166	3168	GO:0009987	to	cellular process
3241	3245	GO:0005623	cell	cell
3303	3307	GO:0005623	cell	cell
3303	3313	GO:0009987	cell cycle	cellular process
3314	3316	GO:0065007	to	biological regulation
3314	3316	GO:0009987	to	cellular process
3455	3459	GO:0005623	cell	cell
3455	3465	GO:0009987	cell cycle	cellular process
3544	3548	GO:0044422	Rods	organelle part
3544	3548	GO:0044464	Rods	cell part
3632	3638	GO:0005623	cells	cell
3657	3661	GO:0016265	glia	death
3657	3661	GO:0009987	glia	cellular process
3662	3666	GO:0005623	cell	cell
3662	3674	GO:0044464	cell bodies	cell part
3752	3757	GO:0005623	cells	cell
3776	3780	GO:0005623	cell	cell
3865	3869	GO:0003824	IPL	catalytic activity
4020	4024	GO:0005623	Cell	cell
4025	4030	GO:0016265	Death	death
4155	4159	GO:0005623	cell	cell
4155	4166	GO:0044464	cell bodies	cell part
