StartIndex	EndIndex	GO:ID	Term	OntologyTerm
2	11	GO:0023052	Signaling	signaling
64	77	GO:0032502	Morphogenesis	developmental process
106	119	GO:0032502	organogenesis	developmental process
129	134	GO:0005623	cells	cell
260	273	GO:0032502	morphogenesis	developmental process
348	350	GO:0065007	to	biological regulation
348	350	GO:0009987	to	cellular process
389	402	GO:0005576	extracellular	extracellular region
461	463	GO:0065007	to	biological regulation
461	463	GO:0009987	to	cellular process
485	490	GO:0005623	cells	cell
528	534	GO:0040007	growth	growth
545	554	GO:0023052	signaling	signaling
568	570	GO:0065007	to	biological regulation
568	570	GO:0009987	to	cellular process
594	607	GO:0009987	transcription	cellular process
594	607	GO:0008152	transcription	metabolic process
660	667	GO:0003824	protein	catalytic activity
746	748	GO:0065007	to	biological regulation
746	748	GO:0009987	to	cellular process
884	892	GO:0003824	proteins	catalytic activity
916	925	GO:0023052	signaling	signaling
1001	1003	GO:0065007	to	biological regulation
1001	1003	GO:0009987	to	cellular process
1077	1082	GO:0005623	cells	cell
1113	1115	GO:0065007	to	biological regulation
1113	1115	GO:0009987	to	cellular process
1209	1218	GO:0008152	formation	metabolic process
1231	1240	GO:0023052	signaling	signaling
1231	1248	GO:0023052	signaling pathway	signaling
1363	1372	GO:0008152	formation	metabolic process
1447	1460	GO:0032502	morphogenesis	developmental process
1544	1549	GO:0005623	cells	cell
1593	1602	GO:0008152	formation	metabolic process
1726	1731	GO:0005623	cells	cell
1755	1757	GO:0065007	to	biological regulation
1755	1757	GO:0009987	to	cellular process
1772	1784	GO:0044421	basal lamina	extraccellular region part
1875	1888	GO:0032502	morphogenesis	developmental process
1969	1971	GO:0065007	to	biological regulation
1969	1971	GO:0009987	to	cellular process
2025	2027	GO:0065007	to	biological regulation
2025	2027	GO:0009987	to	cellular process
2039	2045	GO:0040007	growth	growth
2127	2135	GO:0003824	proteins	catalytic activity
2157	2163	GO:0040007	growth	growth
2199	2205	GO:0040007	growth	growth
2244	2248	GO:0005623	cell	cell
2244	2256	GO:0044464	cell surface	cell part
2297	2306	GO:0023052	signaling	signaling
2346	2359	GO:0044464	intracellular	cell part
2346	2359	GO:0051179	intracellular	localization
2346	2359	GO:0009987	intracellular	cellular process
2396	2411	GO:0008152	gene expression	metabolic process
2413	2419	GO:0040007	growth	growth
2588	2590	GO:0065007	to	biological regulation
2588	2590	GO:0009987	to	cellular process
2648	2650	GO:0065007	to	biological regulation
2648	2650	GO:0009987	to	cellular process
2693	2702	GO:0008152	formation	metabolic process
2778	2780	GO:0065007	to	biological regulation
2778	2780	GO:0009987	to	cellular process
2819	2823	GO:0005623	cell	cell
2917	2925	GO:0050896	behavior	response to stimulus
2942	2947	GO:0005623	cells	cell
2942	2947	GO:0005623	cells	cell
3146	3158	GO:0044421	basal lamina	extraccellular region part
3166	3179	GO:0005576	extracellular	extracellular region
3246	3248	GO:0065007	to	biological regulation
3246	3248	GO:0009987	to	cellular process
3286	3290	GO:0005623	cell	cell
3382	3386	GO:0005623	cell	cell
3468	3470	GO:0065007	to	biological regulation
3468	3470	GO:0009987	to	cellular process
3492	3501	GO:0008152	formation	metabolic process
3580	3585	GO:0005623	cells	cell
3631	3636	GO:0005623	cells	cell
3686	3688	GO:0065007	to	biological regulation
3686	3688	GO:0009987	to	cellular process
3820	3825	GO:0005623	cells	cell
3884	3889	GO:0005623	cells	cell
3890	3892	GO:0065007	to	biological regulation
3890	3892	GO:0009987	to	cellular process
4081	4087	GO:0040007	growth	growth
4106	4108	GO:0065007	to	biological regulation
4106	4108	GO:0009987	to	cellular process
4454	4467	GO:0009987	transcription	cellular process
4454	4467	GO:0008152	transcription	metabolic process
4572	4581	GO:0023052	signaling	signaling
4572	4590	GO:0023052	signaling pathways	signaling
4736	4754	GO:0044464	adherens junctions	cell part
4852	4879	GO:0032502	hair follicle morphogenesis	developmental process
4852	4879	GO:0032501	hair follicle morphogenesis	multicellular organismal process
4866	4879	GO:0032502	morphogenesis	developmental process
5012	5025	GO:0032502	morphogenesis	developmental process
5065	5067	GO:0065007	to	biological regulation
5065	5067	GO:0009987	to	cellular process
5210	5230	GO:0016043	actin polymerization	cellular component organization
