StartIndex	EndIndex	GO:ID	Term	OntologyTerm
29	38	GO:0023052	signaling	signaling
52	70	GO:0032502	kidney development	developmental process
185	198	GO:0009987	transcription	cellular process
185	198	GO:0008152	transcription	metabolic process
185	213	GO:0032991	transcription factor complex	macromolecular complex
185	213	GO:0044464	transcription factor complex	cell part
185	213	GO:0044422	transcription factor complex	organelle part
231	240	GO:0023052	signaling	signaling
242	244	GO:0065007	To	biological regulation
242	244	GO:0009987	To	cellular process
311	320	GO:0023052	signaling	signaling
324	342	GO:0032502	kidney development	developmental process
681	687	GO:0040007	growth	growth
709	727	GO:0032502	kidney development	developmental process
1015	1024	GO:0023052	signaling	signaling
1032	1039	GO:0009987	reduced	cellular process
1032	1039	GO:0008152	reduced	metabolic process
1032	1039	GO:0005215	reduced	transporter activity
1032	1039	GO:0051234	reduced	establishment of localization
1267	1271	GO:0005623	cell	cell
1425	1448	GO:0032502	Branching morphogenesis	developmental process
1425	1448	GO:0032501	Branching morphogenesis	multicellular organismal process
1435	1448	GO:0032502	morphogenesis	developmental process
1505	1512	GO:0009987	reduced	cellular process
1505	1512	GO:0008152	reduced	metabolic process
1505	1512	GO:0005215	reduced	transporter activity
1505	1512	GO:0051234	reduced	establishment of localization
1548	1550	GO:0065007	to	biological regulation
1548	1550	GO:0009987	to	cellular process
1696	1705	GO:0008152	formation	metabolic process
1892	1910	GO:0032502	kidney development	developmental process
1977	2000	GO:0032501	branching morphogenesis	multicellular organismal process
1977	2000	GO:0032502	branching morphogenesis	developmental process
1987	2000	GO:0032502	morphogenesis	developmental process
2028	2046	GO:0032502	kidney development	developmental process
2325	2334	GO:0023052	signaling	signaling
2469	2478	GO:0023052	signaling	signaling
2526	2544	GO:0032502	kidney development	developmental process
2740	2742	GO:0065007	to	biological regulation
2740	2742	GO:0009987	to	cellular process
2969	2973	GO:0005623	cell	cell
3125	3134	GO:0008152	formation	metabolic process
3222	3224	GO:0065007	to	biological regulation
3222	3224	GO:0009987	to	cellular process
3266	3268	GO:0065007	to	biological regulation
3266	3268	GO:0009987	to	cellular process
3408	3417	GO:0023052	signaling	signaling
3549	3558	GO:0023052	signaling	signaling
3615	3624	GO:0008152	formation	metabolic process
3720	3727	GO:0043226	nucleus	organelle
3720	3727	GO:0044464	nucleus	cell part
4051	4063	GO:0051179	localization	localization
4299	4301	GO:0065007	to	biological regulation
4299	4301	GO:0009987	to	cellular process
4335	4344	GO:0023052	signaling	signaling
4552	4554	GO:0065007	to	biological regulation
4552	4554	GO:0009987	to	cellular process
4645	4647	GO:0065007	to	biological regulation
4645	4647	GO:0009987	to	cellular process
4662	4671	GO:0023052	signaling	signaling
4679	4697	GO:0032502	kidney development	developmental process
4738	4745	GO:0032502	embryos	developmental process
4800	4809	GO:0023052	signaling	signaling
4926	4928	GO:0065007	to	biological regulation
4926	4928	GO:0009987	to	cellular process
5051	5074	GO:0032501	branching morphogenesis	multicellular organismal process
5051	5074	GO:0032502	branching morphogenesis	developmental process
5061	5074	GO:0032502	morphogenesis	developmental process
5206	5215	GO:0008152	formation	metabolic process
5402	5411	GO:0023052	signaling	signaling
5591	5593	GO:0065007	to	biological regulation
5591	5593	GO:0009987	to	cellular process
5724	5726	GO:0065007	to	biological regulation
5724	5726	GO:0009987	to	cellular process
6122	6131	GO:0023052	signaling	signaling
6334	6343	GO:0023052	signaling	signaling
6546	6548	GO:0065007	to	biological regulation
6546	6548	GO:0009987	to	cellular process
6601	6603	GO:0065007	to	biological regulation
6601	6603	GO:0009987	to	cellular process
6780	6789	GO:0023052	signaling	signaling
6828	6834	GO:0040007	growth	growth
7036	7038	GO:0065007	to	biological regulation
7036	7038	GO:0009987	to	cellular process
7377	7384	GO:0032502	embryos	developmental process
7414	7421	GO:0032502	embryos	developmental process
7528	7535	GO:0032502	embryos	developmental process
7685	7692	GO:0032502	embryos	developmental process
7685	7692	GO:0032502	embryos	developmental process
8084	8086	GO:0065007	to	biological regulation
8084	8086	GO:0009987	to	cellular process
8172	8174	GO:0065007	to	biological regulation
8172	8174	GO:0009987	to	cellular process
8229	8231	GO:0065007	to	biological regulation
8229	8231	GO:0009987	to	cellular process
8375	8387	GO:0051179	localization	localization
8399	8407	GO:0003824	proteins	catalytic activity
8461	8466	GO:0005623	cells	cell
8511	8513	GO:0065007	to	biological regulation
8511	8513	GO:0009987	to	cellular process
8560	8565	GO:0005623	cells	cell
8632	8637	GO:0005623	cells	cell
8672	8680	GO:0003824	proteins	catalytic activity
8780	8782	GO:0065007	to	biological regulation
8780	8782	GO:0009987	to	cellular process
8836	8844	GO:0003824	proteins	catalytic activity
8902	8905	GO:0023046	red	signaling process
8902	8905	GO:0050896	red	response to stimulus
8902	8905	GO:0009987	red	cellular process
8902	8905	GO:0065007	red	biological regulation
8929	8936	GO:0043226	nucleus	organelle
8929	8936	GO:0044464	nucleus	cell part
9097	9101	GO:0005623	cell	cell
9135	9140	GO:0005623	cells	cell
9219	9227	GO:0044421	antibody	extraccellular region part
9219	9227	GO:0032991	antibody	macromolecular complex
9312	9314	GO:0065007	to	biological regulation
9312	9314	GO:0009987	to	cellular process
9601	9604	GO:0023046	red	signaling process
9601	9604	GO:0050896	red	response to stimulus
9601	9604	GO:0009987	red	cellular process
9601	9604	GO:0065007	red	biological regulation
9618	9621	GO:0023046	red	signaling process
9618	9621	GO:0050896	red	response to stimulus
9618	9621	GO:0009987	red	cellular process
9618	9621	GO:0065007	red	biological regulation
9623	9633	GO:0044421	antibodies	extraccellular region part
9623	9633	GO:0032991	antibodies	macromolecular complex
9719	9727	GO:0044421	antibody	extraccellular region part
9719	9727	GO:0032991	antibody	macromolecular complex
9746	9754	GO:0043226	vesicles	organelle
9778	9788	GO:0044421	Antibodies	extraccellular region part
9778	9788	GO:0032991	Antibodies	macromolecular complex
9789	9791	GO:0065007	to	biological regulation
9789	9791	GO:0009987	to	cellular process
9841	9843	GO:0065007	to	biological regulation
9841	9843	GO:0009987	to	cellular process
10010	10012	GO:0065007	to	biological regulation
10010	10012	GO:0009987	to	cellular process
10241	10251	GO:0044421	antibodies	extraccellular region part
10241	10251	GO:0032991	antibodies	macromolecular complex
10252	10254	GO:0065007	to	biological regulation
10252	10254	GO:0009987	to	cellular process
10349	10352	GO:0023046	red	signaling process
10349	10352	GO:0050896	red	response to stimulus
10349	10352	GO:0009987	red	cellular process
10349	10352	GO:0065007	red	biological regulation
10514	10521	GO:0009987	reduced	cellular process
10514	10521	GO:0008152	reduced	metabolic process
10514	10521	GO:0005215	reduced	transporter activity
10514	10521	GO:0051234	reduced	establishment of localization
10514	10517	GO:0023046	red	signaling process
10514	10517	GO:0050896	red	response to stimulus
10514	10517	GO:0009987	red	cellular process
10514	10517	GO:0065007	red	biological regulation
11206	11208	GO:0065007	to	biological regulation
11206	11208	GO:0009987	to	cellular process
11351	11359	GO:0043226	vesicles	organelle
12152	12159	GO:0032502	embryos	developmental process
12615	12622	GO:0009987	reduced	cellular process
12615	12622	GO:0008152	reduced	metabolic process
12615	12622	GO:0005215	reduced	transporter activity
12615	12622	GO:0051234	reduced	establishment of localization
12615	12622	GO:0009987	reduced	cellular process
12615	12622	GO:0008152	reduced	metabolic process
12615	12622	GO:0005215	reduced	transporter activity
12615	12622	GO:0051234	reduced	establishment of localization
13203	13210	GO:0005215	Reduced	transporter activity
13203	13210	GO:0008152	Reduced	metabolic process
