StartIndex	EndIndex	GO:ID	Term	OntologyTerm
40	50	GO:0043226	chromosome	organelle
40	50	GO:0044422	chromosome	organelle part
40	50	GO:0044464	chromosome	cell part
71	76	GO:0032501	taste	multicellular organismal process
181	183	GO:0065007	to	biological regulation
181	183	GO:0009987	to	cellular process
181	183	GO:0065007	to	biological regulation
181	183	GO:0009987	to	cellular process
315	320	GO:0032501	taste	multicellular organismal process
376	381	GO:0032501	taste	multicellular organismal process
391	396	GO:0005623	cells	cell
495	507	GO:0051704	transduction	multi-organism process
662	667	GO:0032501	taste	multicellular organismal process
724	726	GO:0065007	to	biological regulation
724	726	GO:0009987	to	cellular process
776	781	GO:0032501	taste	multicellular organismal process
794	796	GO:0065007	to	biological regulation
794	796	GO:0009987	to	cellular process
826	828	GO:0065007	to	biological regulation
826	828	GO:0009987	to	cellular process
849	859	GO:0043226	chromosome	organelle
849	859	GO:0044422	chromosome	organelle part
849	859	GO:0044464	chromosome	cell part
941	943	GO:0065007	to	biological regulation
941	943	GO:0009987	to	cellular process
1321	1323	GO:0065007	to	biological regulation
1321	1323	GO:0009987	to	cellular process
1459	1464	GO:0032501	taste	multicellular organismal process
1610	1622	GO:0051704	transduction	multi-organism process
1693	1698	GO:0032501	taste	multicellular organismal process
1801	1808	GO:0003824	coupled	catalytic activity
1874	1879	GO:0032501	taste	multicellular organismal process
1914	1916	GO:0065007	to	biological regulation
1914	1916	GO:0009987	to	cellular process
1929	1931	GO:0065007	to	biological regulation
1929	1931	GO:0009987	to	cellular process
2294	2299	GO:0032501	taste	multicellular organismal process
2309	2314	GO:0005623	cells	cell
2392	2404	GO:0051704	transduction	multi-organism process
2450	2455	GO:0032501	taste	multicellular organismal process
2697	2699	GO:0065007	to	biological regulation
2697	2699	GO:0009987	to	cellular process
2722	2727	GO:0032501	taste	multicellular organismal process
2821	2831	GO:0043226	chromosome	organelle
2821	2831	GO:0044422	chromosome	organelle part
2821	2831	GO:0044464	chromosome	cell part
3019	3021	GO:0065007	to	biological regulation
3019	3021	GO:0009987	to	cellular process
