StartIndex	EndIndex	GO:ID	Term	OntologyTerm
14	16	GO:0065007	to	biological regulation
14	16	GO:0009987	to	cellular process
1015	1025	GO:0044464	Chromosome	cell part
1015	1025	GO:0043226	Chromosome	organelle
1015	1025	GO:0044422	Chromosome	organelle part
1084	1086	GO:0065007	to	biological regulation
1084	1086	GO:0009987	to	cellular process
1107	1109	GO:0065007	to	biological regulation
1107	1109	GO:0009987	to	cellular process
1117	1119	GO:0065007	to	biological regulation
1117	1119	GO:0009987	to	cellular process
1669	1673	GO:0005623	cell	cell
1669	1681	GO:0043226	cell nucleus	organelle
1669	1681	GO:0044464	cell nucleus	cell part
1712	1719	GO:0043226	nucleus	organelle
1712	1719	GO:0044464	nucleus	cell part
1768	1770	GO:0065007	to	biological regulation
1768	1770	GO:0009987	to	cellular process
1768	1770	GO:0065007	to	biological regulation
1768	1770	GO:0009987	to	cellular process
1978	1990	GO:0051704	pathogenesis	multi-organism process
2189	2191	GO:0065007	to	biological regulation
2189	2191	GO:0009987	to	cellular process
2614	2626	GO:0044464	Y chromosome	cell part
2614	2626	GO:0043226	Y chromosome	organelle
2616	2626	GO:0043226	chromosome	organelle
2616	2626	GO:0044422	chromosome	organelle part
2616	2626	GO:0044464	chromosome	cell part
2629	2631	GO:0065007	to	biological regulation
2629	2631	GO:0009987	to	cellular process
3036	3048	GO:0051704	pathogenesis	multi-organism process
3116	3118	GO:0065007	to	biological regulation
3116	3118	GO:0009987	to	cellular process
3127	3137	GO:0043226	chromosome	organelle
3127	3137	GO:0044422	chromosome	organelle part
3127	3137	GO:0044464	chromosome	cell part
3337	3347	GO:0044464	Chromosome	cell part
3337	3347	GO:0043226	Chromosome	organelle
3337	3347	GO:0044422	Chromosome	organelle part
3535	3537	GO:0065007	to	biological regulation
3535	3537	GO:0009987	to	cellular process
3679	3681	GO:0065007	to	biological regulation
3679	3681	GO:0009987	to	cellular process
3787	3794	GO:0003824	protein	catalytic activity
3864	3872	GO:0003824	proteins	catalytic activity
3920	3922	GO:0065007	to	biological regulation
3920	3922	GO:0009987	to	cellular process
4111	4113	GO:0065007	to	biological regulation
4111	4113	GO:0009987	to	cellular process
4294	4296	GO:0065007	to	biological regulation
4294	4296	GO:0009987	to	cellular process
4322	4324	GO:0065007	to	biological regulation
4322	4324	GO:0009987	to	cellular process
4927	4929	GO:0065007	To	biological regulation
4927	4929	GO:0009987	To	cellular process
5214	5216	GO:0065007	to	biological regulation
5214	5216	GO:0009987	to	cellular process
5298	5300	GO:0065007	to	biological regulation
5298	5300	GO:0009987	to	cellular process
5500	5510	GO:0044464	Chromosome	cell part
5500	5510	GO:0043226	Chromosome	organelle
5500	5510	GO:0044422	Chromosome	organelle part
6152	6161	GO:0009987	embryonic	cellular process
6152	6161	GO:0065007	embryonic	biological regulation
6167	6172	GO:0005623	cells	cell
6277	6279	GO:0065007	to	biological regulation
6277	6279	GO:0009987	to	cellular process
6340	6350	GO:0044464	Chromosome	cell part
6340	6350	GO:0043226	Chromosome	organelle
6340	6350	GO:0044422	Chromosome	organelle part
6496	6505	GO:0009987	embryonic	cellular process
6496	6505	GO:0065007	embryonic	biological regulation
6511	6516	GO:0005623	cells	cell
6533	6535	GO:0065007	to	biological regulation
6533	6535	GO:0009987	to	cellular process
7012	7014	GO:0065007	To	biological regulation
7012	7014	GO:0009987	To	cellular process
7227	7229	GO:0065007	to	biological regulation
7227	7229	GO:0009987	to	cellular process
7227	7229	GO:0065007	to	biological regulation
7227	7229	GO:0009987	to	cellular process
8671	8680	GO:0044464	autosomes	cell part
8671	8680	GO:0043226	autosomes	organelle
8903	8905	GO:0065007	to	biological regulation
8903	8905	GO:0009987	to	cellular process
9047	9057	GO:0044464	Chromosome	cell part
9047	9057	GO:0043226	Chromosome	organelle
9047	9057	GO:0044422	Chromosome	organelle part
9124	9126	GO:0065007	to	biological regulation
9124	9126	GO:0009987	to	cellular process
9202	9213	GO:0044464	Chromosomes	cell part
9202	9213	GO:0044422	Chromosomes	organelle part
9202	9213	GO:0043226	Chromosomes	organelle
9376	9386	GO:0044464	Chromosome	cell part
9376	9386	GO:0043226	Chromosome	organelle
9376	9386	GO:0044422	Chromosome	organelle part
9402	9404	GO:0065007	to	biological regulation
9402	9404	GO:0009987	to	cellular process
9629	9631	GO:0065007	to	biological regulation
9629	9631	GO:0009987	to	cellular process
9636	9645	GO:0009987	telomeric	cellular process
9636	9645	GO:0016043	telomeric	cellular component organization
9636	9652	GO:0044422	telomeric region	organelle part
9636	9652	GO:0051234	telomeric region	establishment of localization
9636	9652	GO:0051179	telomeric region	localization
9636	9652	GO:0009987	telomeric region	cellular process
9636	9652	GO:0016043	telomeric region	cellular component organization
9636	9652	GO:0044464	telomeric region	cell part
9656	9666	GO:0044464	Chromosome	cell part
9656	9666	GO:0043226	Chromosome	organelle
9656	9666	GO:0044422	Chromosome	organelle part
9812	9814	GO:0065007	to	biological regulation
9812	9814	GO:0009987	to	cellular process
9833	9843	GO:0044464	Chromosome	cell part
9833	9843	GO:0043226	Chromosome	organelle
9833	9843	GO:0044422	Chromosome	organelle part
10371	10381	GO:0044464	Chromosome	cell part
10371	10381	GO:0043226	Chromosome	organelle
10371	10381	GO:0044422	Chromosome	organelle part
10471	10473	GO:0065007	to	biological regulation
10471	10473	GO:0009987	to	cellular process
11051	11053	GO:0065007	to	biological regulation
11051	11053	GO:0009987	to	cellular process
11240	11242	GO:0065007	to	biological regulation
11240	11242	GO:0009987	to	cellular process
11365	11372	GO:0003824	protein	catalytic activity
11385	11387	GO:0065007	to	biological regulation
11385	11387	GO:0009987	to	cellular process
11556	11558	GO:0065007	to	biological regulation
11556	11558	GO:0009987	to	cellular process
11574	11576	GO:0065007	to	biological regulation
11574	11576	GO:0009987	to	cellular process
11750	11760	GO:0044464	Chromosome	cell part
11750	11760	GO:0043226	Chromosome	organelle
11750	11760	GO:0044422	Chromosome	organelle part
11895	11897	GO:0065007	to	biological regulation
11895	11897	GO:0009987	to	cellular process
11933	11935	GO:0065007	to	biological regulation
11933	11935	GO:0009987	to	cellular process
12466	12476	GO:0044464	Chromosome	cell part
12466	12476	GO:0043226	Chromosome	organelle
12466	12476	GO:0044422	Chromosome	organelle part
12622	12632	GO:0044464	Chromosome	cell part
12622	12632	GO:0043226	Chromosome	organelle
12622	12632	GO:0044422	Chromosome	organelle part
12686	12688	GO:0065007	to	biological regulation
12686	12688	GO:0009987	to	cellular process
12709	12711	GO:0065007	to	biological regulation
12709	12711	GO:0009987	to	cellular process
12828	12830	GO:0065007	to	biological regulation
12828	12830	GO:0009987	to	cellular process
12880	12890	GO:0044464	Chromosome	cell part
12880	12890	GO:0043226	Chromosome	organelle
12880	12890	GO:0044422	Chromosome	organelle part
13012	13022	GO:0044464	Chromosome	cell part
13012	13022	GO:0043226	Chromosome	organelle
13012	13022	GO:0044422	Chromosome	organelle part
13399	13409	GO:0044464	Chromosome	cell part
13399	13409	GO:0043226	Chromosome	organelle
13399	13409	GO:0044422	Chromosome	organelle part
13503	13512	GO:0009987	telomeric	cellular process
13503	13512	GO:0016043	telomeric	cellular component organization
13503	13519	GO:0044422	telomeric region	organelle part
13503	13519	GO:0051234	telomeric region	establishment of localization
13503	13519	GO:0051179	telomeric region	localization
13503	13519	GO:0009987	telomeric region	cellular process
13503	13519	GO:0016043	telomeric region	cellular component organization
13503	13519	GO:0044464	telomeric region	cell part
13523	13533	GO:0044464	Chromosome	cell part
13523	13533	GO:0043226	Chromosome	organelle
13523	13533	GO:0044422	Chromosome	organelle part
13572	13574	GO:0065007	to	biological regulation
13572	13574	GO:0009987	to	cellular process
13818	13828	GO:0044464	Chromosome	cell part
13818	13828	GO:0043226	Chromosome	organelle
13818	13828	GO:0044422	Chromosome	organelle part
13966	13976	GO:0043226	chromosome	organelle
13966	13976	GO:0044422	chromosome	organelle part
13966	13976	GO:0044464	chromosome	cell part
13977	13979	GO:0065007	to	biological regulation
13977	13979	GO:0009987	to	cellular process
14086	14096	GO:0044464	Chromosome	cell part
14086	14096	GO:0043226	Chromosome	organelle
14086	14096	GO:0044422	Chromosome	organelle part
14174	14176	GO:0065007	to	biological regulation
14174	14176	GO:0009987	to	cellular process
14323	14333	GO:0044464	Chromosome	cell part
14323	14333	GO:0043226	Chromosome	organelle
14323	14333	GO:0044422	Chromosome	organelle part
14379	14381	GO:0065007	to	biological regulation
14379	14381	GO:0009987	to	cellular process
14432	14434	GO:0065007	to	biological regulation
14432	14434	GO:0009987	to	cellular process
14512	14514	GO:0065007	to	biological regulation
14512	14514	GO:0009987	to	cellular process
15458	15468	GO:0044464	Chromosome	cell part
15458	15468	GO:0043226	Chromosome	organelle
15458	15468	GO:0044422	Chromosome	organelle part
15505	15507	GO:0065007	to	biological regulation
15505	15507	GO:0009987	to	cellular process
15528	15530	GO:0065007	to	biological regulation
15528	15530	GO:0009987	to	cellular process
15538	15540	GO:0065007	to	biological regulation
15538	15540	GO:0009987	to	cellular process
15551	15553	GO:0065007	to	biological regulation
15551	15553	GO:0009987	to	cellular process
15551	15553	GO:0065007	to	biological regulation
15551	15553	GO:0009987	to	cellular process
16475	16485	GO:0044464	Chromosome	cell part
16475	16485	GO:0043226	Chromosome	organelle
16475	16485	GO:0044422	Chromosome	organelle part
16621	16631	GO:0044464	Chromosome	cell part
16621	16631	GO:0043226	Chromosome	organelle
16621	16631	GO:0044422	Chromosome	organelle part
16867	16869	GO:0065007	to	biological regulation
16867	16869	GO:0009987	to	cellular process
16888	16890	GO:0065007	to	biological regulation
16888	16890	GO:0009987	to	cellular process
17028	17038	GO:0044464	Chromosome	cell part
17028	17038	GO:0043226	Chromosome	organelle
17028	17038	GO:0044422	Chromosome	organelle part
17142	17151	GO:0009987	embryonic	cellular process
17142	17151	GO:0065007	embryonic	biological regulation
17157	17162	GO:0005623	cells	cell
17186	17188	GO:0065007	to	biological regulation
17186	17188	GO:0009987	to	cellular process
17297	17299	GO:0065007	to	biological regulation
17297	17299	GO:0009987	to	cellular process
17317	17319	GO:0065007	to	biological regulation
17317	17319	GO:0009987	to	cellular process
17347	17349	GO:0065007	to	biological regulation
17347	17349	GO:0009987	to	cellular process
17365	17367	GO:0065007	to	biological regulation
17365	17367	GO:0009987	to	cellular process
17401	17403	GO:0065007	to	biological regulation
17401	17403	GO:0009987	to	cellular process
17545	17547	GO:0065007	to	biological regulation
17545	17547	GO:0009987	to	cellular process
17601	17603	GO:0065007	to	biological regulation
17601	17603	GO:0009987	to	cellular process
17758	17760	GO:0065007	to	biological regulation
17758	17760	GO:0009987	to	cellular process
17818	17820	GO:0065007	to	biological regulation
17818	17820	GO:0009987	to	cellular process
17818	17820	GO:0065007	to	biological regulation
17818	17820	GO:0009987	to	cellular process
20016	20026	GO:0044464	Chromosome	cell part
20016	20026	GO:0043226	Chromosome	organelle
20016	20026	GO:0044422	Chromosome	organelle part
20049	20051	GO:0065007	to	biological regulation
20049	20051	GO:0009987	to	cellular process
20049	20051	GO:0065007	to	biological regulation
20049	20051	GO:0009987	to	cellular process
20318	20328	GO:0044464	Chromosome	cell part
20318	20328	GO:0043226	Chromosome	organelle
20318	20328	GO:0044422	Chromosome	organelle part
20373	20383	GO:0044464	Chromosome	cell part
20373	20383	GO:0043226	Chromosome	organelle
20373	20383	GO:0044422	Chromosome	organelle part
20386	20388	GO:0065007	to	biological regulation
20386	20388	GO:0009987	to	cellular process
20485	20495	GO:0044464	Chromosome	cell part
20485	20495	GO:0043226	Chromosome	organelle
20485	20495	GO:0044422	Chromosome	organelle part
20593	20595	GO:0065007	to	biological regulation
20593	20595	GO:0009987	to	cellular process
20609	20619	GO:0044464	Chromosome	cell part
20609	20619	GO:0043226	Chromosome	organelle
20609	20619	GO:0044422	Chromosome	organelle part
20628	20630	GO:0065007	to	biological regulation
20628	20630	GO:0009987	to	cellular process
20736	20746	GO:0044464	Chromosome	cell part
20736	20746	GO:0043226	Chromosome	organelle
20736	20746	GO:0044422	Chromosome	organelle part
20816	20818	GO:0065007	to	biological regulation
20816	20818	GO:0009987	to	cellular process
20987	20989	GO:0065007	to	biological regulation
20987	20989	GO:0009987	to	cellular process
21399	21409	GO:0044464	Chromosome	cell part
21399	21409	GO:0043226	Chromosome	organelle
21399	21409	GO:0044422	Chromosome	organelle part
21558	21567	GO:0009987	telomeric	cellular process
21558	21567	GO:0016043	telomeric	cellular component organization
21568	21578	GO:0044464	Chromosome	cell part
21568	21578	GO:0043226	Chromosome	organelle
21568	21578	GO:0044422	Chromosome	organelle part
21822	21832	GO:0044464	Chromosome	cell part
21822	21832	GO:0043226	Chromosome	organelle
21822	21832	GO:0044422	Chromosome	organelle part
21850	21852	GO:0065007	to	biological regulation
21850	21852	GO:0009987	to	cellular process
21871	21881	GO:0044464	Chromosome	cell part
21871	21881	GO:0043226	Chromosome	organelle
21871	21881	GO:0044422	Chromosome	organelle part
22005	22007	GO:0065007	to	biological regulation
22005	22007	GO:0009987	to	cellular process
22081	22083	GO:0065007	to	biological regulation
22081	22083	GO:0009987	to	cellular process
22089	22098	GO:0044422	chromatin	organelle part
22089	22098	GO:0044464	chromatin	cell part
22114	22119	GO:0005623	cells	cell
22222	22224	GO:0065007	to	biological regulation
22222	22224	GO:0009987	to	cellular process
22233	22242	GO:0044422	chromatin	organelle part
22233	22242	GO:0044464	chromatin	cell part
22257	22262	GO:0005623	cells	cell
22624	22633	GO:0044422	chromatin	organelle part
22624	22633	GO:0044464	chromatin	cell part
22647	22649	GO:0065007	to	biological regulation
22647	22649	GO:0009987	to	cellular process
22654	22666	GO:0051704	pathogenesis	multi-organism process
23199	23201	GO:0065007	to	biological regulation
23199	23201	GO:0009987	to	cellular process
23362	23372	GO:0044464	Chromosome	cell part
23362	23372	GO:0043226	Chromosome	organelle
23362	23372	GO:0044422	Chromosome	organelle part
23415	23417	GO:0065007	to	biological regulation
23415	23417	GO:0009987	to	cellular process
23641	23650	GO:0009987	telomeric	cellular process
23641	23650	GO:0016043	telomeric	cellular component organization
23641	23657	GO:0044422	telomeric region	organelle part
23641	23657	GO:0051234	telomeric region	establishment of localization
23641	23657	GO:0051179	telomeric region	localization
23641	23657	GO:0009987	telomeric region	cellular process
23641	23657	GO:0016043	telomeric region	cellular component organization
23641	23657	GO:0044464	telomeric region	cell part
23661	23671	GO:0044464	Chromosome	cell part
23661	23671	GO:0043226	Chromosome	organelle
23661	23671	GO:0044422	Chromosome	organelle part
23909	23911	GO:0065007	to	biological regulation
