StartIndex	EndIndex	GO:ID	Term	OntologyTerm
25	31	GO:0040007	growth	growth
25	31	GO:0040007	growth	growth
105	111	GO:0040007	growth	growth
271	282	GO:0044464	chromosomes	cell part
271	282	GO:0044422	chromosomes	organelle part
271	282	GO:0043226	chromosomes	organelle
315	317	GO:0065007	To	biological regulation
315	317	GO:0009987	To	cellular process
821	827	GO:0040007	growth	growth
1159	1165	GO:0040007	growth	growth
1193	1195	GO:0065007	to	biological regulation
1193	1195	GO:0009987	to	cellular process
1244	1246	GO:0065007	to	biological regulation
1244	1246	GO:0009987	to	cellular process
1275	1277	GO:0065007	to	biological regulation
1275	1277	GO:0009987	to	cellular process
1508	1510	GO:0065007	to	biological regulation
1508	1510	GO:0009987	to	cellular process
1573	1579	GO:0040007	growth	growth
1878	1884	GO:0040007	growth	growth
1925	1927	GO:0065007	to	biological regulation
1925	1927	GO:0009987	to	cellular process
1937	1943	GO:0009987	direct	cellular process
1937	1943	GO:0008152	direct	metabolic process
2078	2080	GO:0065007	To	biological regulation
2078	2080	GO:0009987	To	cellular process
2101	2107	GO:0040007	growth	growth
2279	2281	GO:0065007	to	biological regulation
2279	2281	GO:0009987	to	cellular process
2335	2337	GO:0065007	to	biological regulation
2335	2337	GO:0009987	to	cellular process
2510	2518	GO:0003824	reducing	catalytic activity
2713	2715	GO:0065007	to	biological regulation
2713	2715	GO:0009987	to	cellular process
2713	2715	GO:0065007	to	biological regulation
2713	2715	GO:0009987	to	cellular process
3067	3069	GO:0065007	to	biological regulation
3067	3069	GO:0009987	to	cellular process
3143	3145	GO:0065007	to	biological regulation
3143	3145	GO:0009987	to	cellular process
3225	3227	GO:0065007	to	biological regulation
3225	3227	GO:0009987	to	cellular process
3285	3287	GO:0065007	to	biological regulation
3285	3287	GO:0009987	to	cellular process
3528	3534	GO:0040007	growth	growth
3731	3740	GO:0023052	signaling	signaling
4014	4016	GO:0065007	to	biological regulation
4014	4016	GO:0009987	to	cellular process
4466	4468	GO:0065007	to	biological regulation
4466	4468	GO:0009987	to	cellular process
4466	4468	GO:0065007	to	biological regulation
4466	4468	GO:0009987	to	cellular process
4480	4486	GO:0040007	growth	growth
4728	4737	GO:0023052	signaling	signaling
4728	4745	GO:0023052	signaling pathway	signaling
4802	4804	GO:0065007	to	biological regulation
4802	4804	GO:0009987	to	cellular process
4935	4941	GO:0040007	growth	growth
5737	5739	GO:0065007	to	biological regulation
5737	5739	GO:0009987	to	cellular process
6033	6035	GO:0065007	to	biological regulation
6033	6035	GO:0009987	to	cellular process
6199	6208	GO:0023052	signaling	signaling
6599	6601	GO:0065007	to	biological regulation
6599	6601	GO:0009987	to	cellular process
6676	6678	GO:0065007	to	biological regulation
6676	6678	GO:0009987	to	cellular process
7374	7380	GO:0040007	growth	growth
7448	7450	GO:0065007	to	biological regulation
7448	7450	GO:0009987	to	cellular process
7653	7655	GO:0065007	to	biological regulation
7653	7655	GO:0009987	to	cellular process
8326	8328	GO:0065007	to	biological regulation
8326	8328	GO:0009987	to	cellular process
8416	8422	GO:0040007	growth	growth
8454	8456	GO:0065007	to	biological regulation
8454	8456	GO:0009987	to	cellular process
