StartIndex	EndIndex	GO:ID	Term	OntologyTerm
180	189	GO:0023052	signaling	signaling
180	197	GO:0023052	signaling pathway	signaling
345	347	GO:0065007	to	biological regulation
345	347	GO:0009987	to	cellular process
348	357	GO:0009987	embryonic	cellular process
348	357	GO:0065007	embryonic	biological regulation
369	371	GO:0065007	To	biological regulation
369	371	GO:0009987	To	cellular process
588	593	GO:0005623	cells	cell
743	749	GO:0040007	growth	growth
881	887	GO:0040007	growth	growth
1122	1128	GO:0040007	growth	growth
1267	1276	GO:0009987	embryonic	cellular process
1267	1276	GO:0065007	embryonic	biological regulation
1277	1282	GO:0005623	cells	cell
1283	1285	GO:0065007	to	biological regulation
1283	1285	GO:0009987	to	cellular process
1305	1309	GO:0005623	cell	cell
1439	1441	GO:0065007	to	biological regulation
1439	1441	GO:0009987	to	cellular process
1962	1964	GO:0065007	To	biological regulation
1962	1964	GO:0009987	To	cellular process
2124	2126	GO:0065007	to	biological regulation
2124	2126	GO:0009987	to	cellular process
2381	2387	GO:0040007	growth	growth
2791	2800	GO:0023052	signaling	signaling
2791	2808	GO:0023052	signaling pathway	signaling
2843	2845	GO:0065007	to	biological regulation
2843	2845	GO:0009987	to	cellular process
3007	3009	GO:0065007	to	biological regulation
3007	3009	GO:0009987	to	cellular process
3073	3080	GO:0043226	nucleus	organelle
3073	3080	GO:0044464	nucleus	cell part
3124	3126	GO:0065007	to	biological regulation
3124	3126	GO:0009987	to	cellular process
3196	3204	GO:0003824	proteins	catalytic activity
3298	3305	GO:0003824	protein	catalytic activity
3332	3344	GO:0044422	microtubules	organelle part
3332	3344	GO:0032991	microtubules	macromolecular complex
3332	3344	GO:0044464	microtubules	cell part
3468	3472	GO:0005623	cell	cell
3468	3478	GO:0009987	cell cycle	cellular process
3616	3625	GO:0016265	apoptosis	death
3616	3625	GO:0009987	apoptosis	cellular process
3653	3671	GO:0009987	stem cell division	cellular process
3658	3662	GO:0005623	cell	cell
3658	3671	GO:0009987	cell division	cellular process
3688	3692	GO:0005623	cell	cell
3688	3705	GO:0009987	cell polarization	cellular process
3843	3845	GO:0065007	to	biological regulation
3843	3845	GO:0009987	to	cellular process
3908	3910	GO:0065007	to	biological regulation
3908	3910	GO:0009987	to	cellular process
4632	4655	GO:0032502	developmental processes	developmental process
4723	4732	GO:0023052	signaling	signaling
4736	4745	GO:0009987	embryonic	cellular process
4736	4745	GO:0065007	embryonic	biological regulation
4754	4763	GO:0008152	formation	metabolic process
4768	4781	GO:0032502	morphogenesis	developmental process
4891	4893	GO:0065007	to	biological regulation
4891	4893	GO:0009987	to	cellular process
4957	4959	GO:0065007	to	biological regulation
4957	4959	GO:0009987	to	cellular process
5005	5007	GO:0065007	to	biological regulation
5005	5007	GO:0009987	to	cellular process
5263	5270	GO:0032502	embryos	developmental process
5331	5344	GO:0032502	embryogenesis	developmental process
5391	5403	GO:0032502	gastrulation	developmental process
5434	5436	GO:0065007	to	biological regulation
5434	5436	GO:0009987	to	cellular process
5509	5511	GO:0065007	to	biological regulation
5509	5511	GO:0009987	to	cellular process
5685	5689	GO:0005623	cell	cell
5701	5703	GO:0065007	To	biological regulation
5701	5703	GO:0009987	To	cellular process
