StartIndex	EndIndex	GO:ID	Term	OntologyTerm
120	133	GO:0009987	transcription	cellular process
120	133	GO:0008152	transcription	metabolic process
137	139	GO:0065007	to	biological regulation
137	139	GO:0009987	to	cellular process
264	271	GO:0005488	binding	binding
272	274	GO:0065007	to	biological regulation
272	274	GO:0009987	to	cellular process
394	403	GO:0009987	embryonic	cellular process
394	403	GO:0065007	embryonic	biological regulation
404	421	GO:0032502	liver development	developmental process
629	642	GO:0009987	transcription	cellular process
629	642	GO:0008152	transcription	metabolic process
842	849	GO:0003824	protein	catalytic activity
935	942	GO:0003824	protein	catalytic activity
1497	1510	GO:0009987	transcription	cellular process
1497	1510	GO:0008152	transcription	metabolic process
1536	1545	GO:0008152	synthesis	metabolic process
1550	1562	GO:0032502	regeneration	developmental process
1885	1887	GO:0065007	to	biological regulation
1885	1887	GO:0009987	to	cellular process
2093	2095	GO:0065007	to	biological regulation
2093	2095	GO:0009987	to	cellular process
2184	2192	GO:0003824	proteins	catalytic activity
2244	2246	GO:0065007	to	biological regulation
2244	2246	GO:0009987	to	cellular process
2244	2246	GO:0065007	to	biological regulation
2244	2246	GO:0009987	to	cellular process
2261	2263	GO:0065007	to	biological regulation
2261	2263	GO:0009987	to	cellular process
2495	2508	GO:0009987	transcription	cellular process
2495	2508	GO:0008152	transcription	metabolic process
2550	2557	GO:0003824	protein	catalytic activity
3034	3036	GO:0065007	to	biological regulation
3034	3036	GO:0009987	to	cellular process
3305	3311	GO:0040007	growth	growth
3341	3348	GO:0003824	protein	catalytic activity
3377	3383	GO:0040007	growth	growth
3523	3536	GO:0032502	embryogenesis	developmental process
3577	3586	GO:0009987	embryonic	cellular process
3577	3586	GO:0065007	embryonic	biological regulation
3628	3630	GO:0065007	to	biological regulation
3628	3630	GO:0009987	to	cellular process
3635	3637	GO:0065007	to	biological regulation
3635	3637	GO:0009987	to	cellular process
3785	3787	GO:0065007	to	biological regulation
3785	3787	GO:0009987	to	cellular process
3982	3991	GO:0009987	embryonic	cellular process
3982	3991	GO:0065007	embryonic	biological regulation
4281	4283	GO:0065007	to	biological regulation
4281	4283	GO:0009987	to	cellular process
4775	4782	GO:0003824	protein	catalytic activity
4985	4987	GO:0065007	to	biological regulation
4985	4987	GO:0009987	to	cellular process
5189	5211	GO:0008152	glutathione metabolism	metabolic process
5189	5211	GO:0009987	glutathione metabolism	cellular process
5201	5211	GO:0008152	metabolism	metabolic process
5611	5613	GO:0065007	to	biological regulation
5611	5613	GO:0009987	to	cellular process
5634	5636	GO:0065007	to	biological regulation
5634	5636	GO:0009987	to	cellular process
5989	5994	GO:0005623	cells	cell
6048	6050	GO:0065007	to	biological regulation
6048	6050	GO:0009987	to	cellular process
6219	6221	GO:0065007	to	biological regulation
6219	6221	GO:0009987	to	cellular process
7952	7967	GO:0008152	Gene expression	metabolic process
8099	8101	GO:0065007	to	biological regulation
8099	8101	GO:0009987	to	cellular process
8237	8246	GO:0008152	Synthesis	metabolic process
8297	8310	GO:0009987	transcription	cellular process
8297	8310	GO:0008152	transcription	metabolic process
8395	8397	GO:0065007	to	biological regulation
8395	8397	GO:0009987	to	cellular process
8528	8530	GO:0065007	to	biological regulation
8528	8530	GO:0009987	to	cellular process
8604	8606	GO:0065007	to	biological regulation
8604	8606	GO:0009987	to	cellular process
9381	9383	GO:0065007	To	biological regulation
9381	9383	GO:0009987	To	cellular process
9617	9619	GO:0065007	to	biological regulation
9617	9619	GO:0009987	to	cellular process
10912	10919	GO:0003824	Protein	catalytic activity
10971	10978	GO:0003824	Protein	catalytic activity
11017	11019	GO:0065007	to	biological regulation
11017	11019	GO:0009987	to	cellular process
11093	11095	GO:0065007	to	biological regulation
11093	11095	GO:0009987	to	cellular process
11180	11187	GO:0005488	binding	binding
11296	11298	GO:0065007	to	biological regulation
11296	11298	GO:0009987	to	cellular process
11312	11319	GO:0003824	protein	catalytic activity
11385	11387	GO:0065007	to	biological regulation
11385	11387	GO:0009987	to	cellular process
11422	11429	GO:0005488	binding	binding
12912	12919	GO:0003824	protein	catalytic activity
12928	12935	GO:0005488	binding	binding
13004	13008	GO:0005623	Cell	cell
13024	13033	GO:0009987	embryonic	cellular process
13024	13033	GO:0065007	embryonic	biological regulation
13095	13101	GO:0032502	embryo	developmental process
13274	13279	GO:0005623	cells	cell
13399	13401	GO:0065007	to	biological regulation
13399	13401	GO:0009987	to	cellular process
13517	13521	GO:0005623	Cell	cell
