StartIndex	EndIndex	GO:ID	Term	OntologyTerm
51	53	GO:0065007	to	biological regulation
51	53	GO:0009987	to	cellular process
1474	1481	GO:0005488	binding	binding
1650	1652	GO:0065007	to	biological regulation
1650	1652	GO:0009987	to	cellular process
1849	1851	GO:0065007	to	biological regulation
1849	1851	GO:0009987	to	cellular process
2100	2106	GO:0009987	direct	cellular process
2100	2106	GO:0008152	direct	metabolic process
2613	2615	GO:0065007	to	biological regulation
2613	2615	GO:0009987	to	cellular process
3113	3115	GO:0065007	to	biological regulation
3113	3115	GO:0009987	to	cellular process
3381	3383	GO:0065007	to	biological regulation
3381	3383	GO:0009987	to	cellular process
3570	3572	GO:0065007	to	biological regulation
3570	3572	GO:0009987	to	cellular process
3570	3572	GO:0065007	to	biological regulation
3570	3572	GO:0009987	to	cellular process
3580	3582	GO:0065007	to	biological regulation
3580	3582	GO:0009987	to	cellular process
3611	3613	GO:0065007	to	biological regulation
3611	3613	GO:0009987	to	cellular process
3724	3726	GO:0065007	to	biological regulation
3724	3726	GO:0009987	to	cellular process
3724	3726	GO:0065007	to	biological regulation
3724	3726	GO:0009987	to	cellular process
4508	4518	GO:0022414	maturation	reproductive process
4540	4556	GO:0044464	catalytic domain	cell part
4540	4556	GO:0032991	catalytic domain	macromolecular complex
4824	4840	GO:0044464	catalytic domain	cell part
4824	4840	GO:0032991	catalytic domain	macromolecular complex
5237	5239	GO:0065007	to	biological regulation
5237	5239	GO:0009987	to	cellular process
5356	5358	GO:0065007	to	biological regulation
5356	5358	GO:0009987	to	cellular process
5463	5466	GO:0023046	red	signaling process
5463	5466	GO:0050896	red	response to stimulus
5463	5466	GO:0009987	red	cellular process
5463	5466	GO:0065007	red	biological regulation
5723	5733	GO:0022414	maturation	reproductive process
5839	5841	GO:0065007	to	biological regulation
5839	5841	GO:0009987	to	cellular process
6213	6215	GO:0065007	to	biological regulation
6213	6215	GO:0009987	to	cellular process
6581	6587	GO:0065007	global	biological regulation
6871	6874	GO:0023046	red	signaling process
6871	6874	GO:0050896	red	response to stimulus
6871	6874	GO:0009987	red	cellular process
6871	6874	GO:0065007	red	biological regulation
7122	7124	GO:0065007	to	biological regulation
7122	7124	GO:0009987	to	cellular process
7566	7583	GO:0044464	catalytic domains	cell part
7566	7583	GO:0032991	catalytic domains	macromolecular complex
8104	8120	GO:0044464	catalytic domain	cell part
8104	8120	GO:0032991	catalytic domain	macromolecular complex
8174	8176	GO:0065007	to	biological regulation
