StartIndex	EndIndex	GO:ID	Term	OntologyTerm
196	206	GO:0043226	peroxisome	organelle
196	206	GO:0044464	peroxisome	cell part
464	470	GO:0040007	growth	growth
530	543	GO:0044422	mitochondrial	organelle part
530	543	GO:0032991	mitochondrial	macromolecular complex
530	543	GO:0044464	mitochondrial	cell part
702	715	GO:0044464	Mitochondrial	cell part
702	715	GO:0032991	Mitochondrial	macromolecular complex
702	715	GO:0044422	Mitochondrial	organelle part
734	736	GO:0065007	to	biological regulation
734	736	GO:0009987	to	cellular process
823	830	GO:0009987	reduced	cellular process
823	830	GO:0008152	reduced	metabolic process
823	830	GO:0005215	reduced	transporter activity
823	830	GO:0051234	reduced	establishment of localization
952	954	GO:0065007	to	biological regulation
952	954	GO:0009987	to	cellular process
1018	1020	GO:0065007	to	biological regulation
1018	1020	GO:0009987	to	cellular process
1071	1073	GO:0065007	to	biological regulation
1071	1073	GO:0009987	to	cellular process
1197	1199	GO:0065007	to	biological regulation
1197	1199	GO:0009987	to	cellular process
1227	1234	GO:0009987	reduced	cellular process
1227	1234	GO:0008152	reduced	metabolic process
1227	1234	GO:0005215	reduced	transporter activity
1227	1234	GO:0051234	reduced	establishment of localization
1235	1248	GO:0044422	mitochondrial	organelle part
1235	1248	GO:0032991	mitochondrial	macromolecular complex
1235	1248	GO:0044464	mitochondrial	cell part
1256	1258	GO:0065007	to	biological regulation
1256	1258	GO:0009987	to	cellular process
1256	1258	GO:0065007	to	biological regulation
1256	1258	GO:0009987	to	cellular process
1672	1685	GO:0044464	Mitochondrial	cell part
1672	1685	GO:0032991	Mitochondrial	macromolecular complex
1672	1685	GO:0044422	Mitochondrial	organelle part
1731	1733	GO:0065007	to	biological regulation
1731	1733	GO:0009987	to	cellular process
1827	1840	GO:0044422	mitochondrial	organelle part
1827	1840	GO:0032991	mitochondrial	macromolecular complex
1827	1840	GO:0044464	mitochondrial	cell part
1870	1879	GO:0023052	signaling	signaling
1974	1987	GO:0044422	mitochondrial	organelle part
1974	1987	GO:0032991	mitochondrial	macromolecular complex
1974	1987	GO:0044464	mitochondrial	cell part
2006	2019	GO:0044422	mitochondrial	organelle part
2006	2019	GO:0032991	mitochondrial	macromolecular complex
2006	2019	GO:0044464	mitochondrial	cell part
2031	2041	GO:0008152	metabolism	metabolic process
2127	2137	GO:0043226	peroxisome	organelle
2127	2137	GO:0044464	peroxisome	cell part
2319	2329	GO:0008152	metabolism	metabolic process
2341	2354	GO:0044422	mitochondrial	organelle part
2341	2354	GO:0032991	mitochondrial	macromolecular complex
2341	2354	GO:0044464	mitochondrial	cell part
2674	2680	GO:0009987	direct	cellular process
2674	2680	GO:0008152	direct	metabolic process
2681	2694	GO:0009987	transcription	cellular process
2681	2694	GO:0008152	transcription	metabolic process
2794	2804	GO:0008152	metabolism	metabolic process
2848	2850	GO:0065007	to	biological regulation
2848	2850	GO:0009987	to	cellular process
2993	3006	GO:0044422	mitochondrial	organelle part
2993	3006	GO:0032991	mitochondrial	macromolecular complex
2993	3006	GO:0044464	mitochondrial	cell part
3007	3010	GO:0003824	ATP	catalytic activity
3167	3180	GO:0044422	mitochondrial	organelle part
3167	3180	GO:0032991	mitochondrial	macromolecular complex
3167	3180	GO:0044464	mitochondrial	cell part
3425	3435	GO:0008152	metabolism	metabolic process
3548	3550	GO:0065007	to	biological regulation
3548	3550	GO:0009987	to	cellular process
3559	3572	GO:0044422	mitochondrial	organelle part
3559	3572	GO:0032991	mitochondrial	macromolecular complex
3559	3572	GO:0044464	mitochondrial	cell part
3597	3610	GO:0044422	mitochondrial	organelle part
3597	3610	GO:0032991	mitochondrial	macromolecular complex
3597	3610	GO:0044464	mitochondrial	cell part
3661	3674	GO:0009987	transcription	cellular process
3661	3674	GO:0008152	transcription	metabolic process
3678	3691	GO:0044422	mitochondrial	organelle part
3678	3691	GO:0032991	mitochondrial	macromolecular complex
3678	3691	GO:0044464	mitochondrial	cell part
3887	3891	GO:0005623	cell	cell
3933	3946	GO:0044422	mitochondrial	organelle part
3933	3946	GO:0032991	mitochondrial	macromolecular complex
3933	3946	GO:0044464	mitochondrial	cell part
3977	3990	GO:0009987	transcription	cellular process
3977	3990	GO:0008152	transcription	metabolic process
4071	4084	GO:0044422	mitochondrial	organelle part
4071	4084	GO:0032991	mitochondrial	macromolecular complex
4071	4084	GO:0044464	mitochondrial	cell part
4071	4098	GO:0009987	mitochondrial transcription	cellular process
4071	4098	GO:0008152	mitochondrial transcription	metabolic process
4071	4098	GO:0016043	mitochondrial transcription	cellular component organization
4085	4098	GO:0009987	transcription	cellular process
4085	4098	GO:0008152	transcription	metabolic process
4150	4163	GO:0044422	mitochondrial	organelle part
4150	4163	GO:0032991	mitochondrial	macromolecular complex
4150	4163	GO:0044464	mitochondrial	cell part
4168	4181	GO:0009987	transcription	cellular process
4168	4181	GO:0008152	transcription	metabolic process
4351	4364	GO:0044422	mitochondrial	organelle part
4351	4364	GO:0032991	mitochondrial	macromolecular complex
4351	4364	GO:0044464	mitochondrial	cell part
4468	4481	GO:0044422	mitochondrial	organelle part
4468	4481	GO:0032991	mitochondrial	macromolecular complex
4468	4481	GO:0044464	mitochondrial	cell part
4504	4513	GO:0008152	formation	metabolic process
4536	4542	GO:0060089	type I	molecular transducer activity
4536	4542	GO:0003824	type I	catalytic activity
4653	4655	GO:0065007	to	biological regulation
4653	4655	GO:0009987	to	cellular process
4662	4675	GO:0044422	mitochondrial	organelle part
4662	4675	GO:0032991	mitochondrial	macromolecular complex
4662	4675	GO:0044464	mitochondrial	cell part
4774	4784	GO:0008152	metabolism	metabolic process
4808	4810	GO:0065007	to	biological regulation
4808	4810	GO:0009987	to	cellular process
4950	4963	GO:0044422	mitochondrial	organelle part
4950	4963	GO:0032991	mitochondrial	macromolecular complex
4950	4963	GO:0044464	mitochondrial	cell part
4952	4954	GO:0065007	to	biological regulation
4952	4954	GO:0009987	to	cellular process
5148	5150	GO:0065007	to	biological regulation
5148	5150	GO:0009987	to	cellular process
5357	5367	GO:0008152	metabolism	metabolic process
5436	5449	GO:0044422	mitochondrial	organelle part
5436	5449	GO:0032991	mitochondrial	macromolecular complex
5436	5449	GO:0044464	mitochondrial	cell part
5479	5485	GO:0040007	growth	growth
5543	5545	GO:0065007	To	biological regulation
5543	5545	GO:0009987	To	cellular process
5756	5769	GO:0044422	mitochondrial	organelle part
5756	5769	GO:0032991	mitochondrial	macromolecular complex
5756	5769	GO:0044464	mitochondrial	cell part
5830	5832	GO:0065007	to	biological regulation
5830	5832	GO:0009987	to	cellular process
5947	5949	GO:0065007	to	biological regulation
5947	5949	GO:0009987	to	cellular process
6076	6078	GO:0065007	to	biological regulation
6076	6078	GO:0009987	to	cellular process
6094	6096	GO:0065007	to	biological regulation
6094	6096	GO:0009987	to	cellular process
6862	6864	GO:0065007	to	biological regulation
6862	6864	GO:0009987	to	cellular process
6963	6965	GO:0065007	to	biological regulation
6963	6965	GO:0009987	to	cellular process
7055	7057	GO:0065007	to	biological regulation
7055	7057	GO:0009987	to	cellular process
7572	7579	GO:0003824	protein	catalytic activity
7606	7610	GO:0005623	cell	cell
7634	7641	GO:0003824	protein	catalytic activity
7735	7751	GO:0050896	response to cold	response to stimulus
7744	7746	GO:0065007	to	biological regulation
7744	7746	GO:0009987	to	cellular process
7780	7782	GO:0065007	to	biological regulation
7780	7782	GO:0009987	to	cellular process
7854	7862	GO:0003824	proteins	catalytic activity
8102	8104	GO:0065007	to	biological regulation
8102	8104	GO:0009987	to	cellular process
8494	8500	GO:0016265	deaths	death
8669	8671	GO:0065007	to	biological regulation
8669	8671	GO:0009987	to	cellular process
8729	8731	GO:0065007	to	biological regulation
8729	8731	GO:0009987	to	cellular process
8994	8996	GO:0065007	to	biological regulation
8994	8996	GO:0009987	to	cellular process
9295	9297	GO:0065007	to	biological regulation
9295	9297	GO:0009987	to	cellular process
9974	9987	GO:0044422	mitochondrial	organelle part
9974	9987	GO:0032991	mitochondrial	macromolecular complex
9974	9987	GO:0044464	mitochondrial	cell part
9995	10005	GO:0008152	metabolism	metabolic process
10020	10026	GO:0040007	growth	growth
10546	10559	GO:0044422	mitochondrial	organelle part
10546	10559	GO:0032991	mitochondrial	macromolecular complex
10546	10559	GO:0044464	mitochondrial	cell part
10643	10649	GO:0040007	growth	growth
10694	10707	GO:0044464	Mitochondrial	cell part
10694	10707	GO:0032991	Mitochondrial	macromolecular complex
10694	10707	GO:0044422	Mitochondrial	organelle part
10748	10750	GO:0065007	to	biological regulation
10748	10750	GO:0009987	to	cellular process
10748	10750	GO:0065007	to	biological regulation
10748	10750	GO:0009987	to	cellular process
10810	10816	GO:0040007	growth	growth
10931	10935	GO:0005623	cell	cell
10958	10971	GO:0005576	extracellular	extracellular region
10958	10978	GO:0044421	extracellular matrix	extraccellular region part
11081	11094	GO:0044422	mitochondrial	organelle part
11081	11094	GO:0032991	mitochondrial	macromolecular complex
11081	11094	GO:0044464	mitochondrial	cell part
11132	11145	GO:0044422	mitochondrial	organelle part
